# time, north, east, depth, roll, pitch, yaw, vnorth, veast, vup, altitude
1623811494.888 -399.380 -48.387 144.160 -0.917 1.939 24.007 0.084 -0.094 -0.264 9.983
1623811495.088 -399.359 -48.411 144.229 -1.038 1.990 22.785 0.079 -0.090 -0.266 9.926
1623811495.288 -399.341 -48.432 144.242 -1.029 2.015 21.981 0.081 -0.088 -0.257 9.891
1623811495.488 -399.341 -48.432 144.242 -1.029 2.015 21.981 0.081 -0.088 -0.257 9.878
1623811495.688 -399.317 -48.464 144.334 -1.438 2.080 20.086 0.067 -0.090 -0.262 9.859
1623811495.888 -399.302 -48.488 144.403 -1.400 1.951 20.263 0.053 -0.093 -0.266 9.832
1623811496.088 -399.302 -48.488 144.403 -1.400 1.951 20.263 0.053 -0.093 -0.266 9.815
1623811496.288 -399.289 -48.512 144.472 -1.498 1.891 19.579 0.045 -0.090 -0.264 9.796
1623811496.488 -399.279 -48.535 144.540 -1.589 1.771 18.808 0.034 -0.088 -0.265 9.781
1623811496.688 -399.269 -48.558 144.569 -1.658 1.711 18.297 0.038 -0.093 -0.267 9.716
1623811496.888 -399.269 -48.558 144.569 -1.658 1.711 18.297 0.038 -0.093 -0.267 9.658
1623811497.088 -399.261 -48.583 144.638 -1.709 1.631 18.068 0.028 -0.097 -0.267 9.574
1623811497.288 -399.255 -48.607 144.707 -1.670 1.600 17.514 0.021 -0.085 -0.266 9.496
1623811497.488 -399.249 -48.630 144.776 -1.571 1.550 17.372 0.019 -0.092 -0.266 9.447
1623811497.688 -399.249 -48.630 144.776 -1.571 1.550 17.372 0.019 -0.092 -0.266 9.417
1623811497.888 -399.244 -48.662 144.840 -1.492 1.542 16.881 0.013 -0.094 -0.267 9.384
1623811498.088 -399.241 -48.677 144.887 -1.411 1.550 16.693 0.018 -0.085 -0.270 9.296
1623811498.288 -399.241 -48.677 144.887 -1.411 1.550 16.693 0.018 -0.085 -0.270 9.264
1623811498.488 -399.241 -48.677 144.887 -1.411 1.550 16.693 0.018 -0.085 -0.270 9.252
1623811498.688 -399.231 -48.728 145.043 -1.469 1.769 14.529 0.020 -0.089 -0.269 9.172
1623811498.888 -399.226 -48.751 145.112 -1.420 1.730 15.192 0.018 -0.089 -0.269 9.088
1623811499.088 -399.222 -48.772 145.165 -1.409 1.722 14.785 0.019 -0.089 -0.267 9.058
1623811499.288 -399.222 -48.772 145.165 -1.409 1.722 14.785 0.019 -0.089 -0.267 9.047
1623811499.488 -399.222 -48.772 145.165 -1.409 1.722 14.785 0.019 -0.089 -0.267 9.042
1623811499.688 -399.211 -48.823 145.312 -1.479 1.770 14.381 0.021 -0.093 -0.267 9.003
1623811499.888 -399.205 -48.847 145.383 -1.687 1.909 13.509 0.023 -0.086 -0.261 8.835
1623811500.088 -399.205 -48.847 145.383 -1.687 1.909 13.509 0.023 -0.086 -0.261 8.680
1623811500.288 -399.199 -48.869 145.449 -1.669 1.930 13.213 0.026 -0.089 -0.259 8.588
1623811500.488 -399.192 -48.891 145.517 -1.650 1.960 13.027 0.031 -0.084 -0.254 8.533
1623811500.688 -399.184 -48.912 145.582 -1.590 1.960 12.630 0.031 -0.083 -0.253 8.500
1623811500.888 -399.175 -48.934 145.646 -1.550 1.950 12.424 0.041 -0.083 -0.248 8.473
1623811501.088 -399.175 -48.934 145.646 -1.550 1.950 12.424 0.041 -0.083 -0.248 8.459
1623811501.288 -399.165 -48.954 145.709 -1.460 1.930 11.732 0.037 -0.078 -0.245 8.447
1623811501.488 -399.155 -48.974 145.770 -1.469 1.891 11.216 0.043 -0.085 -0.247 8.354
1623811501.688 -399.148 -48.989 145.850 -1.463 1.882 10.928 0.043 -0.085 -0.251 8.320
1623811501.888 -399.148 -48.989 145.850 -1.463 1.882 10.928 0.043 -0.085 -0.251 8.307
1623811502.088 -399.124 -49.020 145.946 -1.618 1.920 9.166 0.069 -0.075 -0.245 8.236
1623811502.288 -399.108 -49.038 146.007 -1.441 1.782 9.651 0.066 -0.074 -0.243 8.166
1623811502.488 -399.090 -49.056 146.067 -1.449 1.711 9.284 0.075 -0.071 -0.243 8.122
1623811502.688 -399.072 -49.074 146.126 -1.410 1.631 8.740 0.074 -0.073 -0.241 8.084
1623811502.888 -399.063 -49.083 146.210 -1.401 1.613 8.533 0.074 -0.073 -0.243 8.062
1623811503.088 -399.053 -49.092 146.239 -1.331 1.590 8.287 0.079 -0.069 -0.245 7.985
1623811503.288 -399.032 -49.109 146.299 -1.211 1.501 7.700 0.089 -0.070 -0.243 7.878
1623811503.488 -399.010 -49.125 146.359 -1.091 1.450 7.129 0.095 -0.062 -0.242 7.833
1623811503.688 -398.985 -49.141 146.419 -0.951 1.410 6.296 0.107 -0.065 -0.248 7.779
1623811503.888 -398.985 -49.141 146.419 -0.951 1.410 6.296 0.107 -0.065 -0.248 7.739
1623811504.088 -398.940 -49.166 146.582 -0.857 1.369 4.938 0.116 -0.058 -0.252 7.686
1623811504.288 -398.930 -49.171 146.605 -0.908 1.380 4.323 0.109 -0.054 -0.248 7.638
1623811504.488 -398.930 -49.171 146.605 -0.908 1.380 4.323 0.109 -0.054 -0.248 7.620
1623811504.688 -398.930 -49.171 146.605 -0.908 1.380 4.323 0.109 -0.054 -0.248 7.614
1623811504.888 -398.867 -49.202 146.747 -1.149 1.569 1.543 0.119 -0.048 -0.252 7.547
1623811505.088 -398.838 -49.213 146.807 -1.031 1.501 1.491 0.126 -0.047 -0.250 7.441
1623811505.288 -398.807 -49.224 146.867 -1.177 1.569 1.037 0.126 -0.045 -0.252 7.369
1623811505.488 -398.780 -49.235 146.975 -1.287 1.648 359.969 0.109 -0.044 -0.252 7.295
1623811505.688 -398.752 -49.245 147.037 -1.408 1.680 359.422 0.120 -0.042 -0.261 7.235
1623811505.888 -398.752 -49.245 147.037 -1.408 1.680 359.422 0.120 -0.042 -0.261 7.203
1623811506.088 -398.725 -49.256 147.099 -1.548 1.739 358.628 0.110 -0.041 -0.262 7.166
1623811506.288 -398.699 -49.266 147.161 -1.698 1.799 358.039 0.110 -0.046 -0.257 7.134
1623811506.488 -398.674 -49.277 147.223 -1.887 1.810 357.524 0.100 -0.042 -0.256 7.116
1623811506.688 -398.652 -49.286 147.308 -2.027 1.859 357.211 0.085 -0.037 -0.257 7.049
1623811506.888 -398.631 -49.296 147.369 -2.049 1.850 357.101 0.091 -0.046 -0.256 6.950
1623811507.088 -398.631 -49.296 147.369 -2.049 1.850 357.101 0.091 -0.046 -0.256 6.890
1623811507.288 -398.631 -49.296 147.369 -2.049 1.850 357.101 0.091 -0.046 -0.256 6.868
1623811507.488 -398.583 -49.323 147.512 -1.870 1.880 356.322 0.079 -0.050 -0.256 6.834
1623811507.688 -398.564 -49.335 147.572 -1.356 1.762 357.151 0.080 -0.052 -0.252 6.789
1623811507.888 -398.551 -49.344 147.629 -1.348 1.764 356.906 0.080 -0.052 -0.253 6.761
1623811508.088 -398.546 -49.348 147.647 -0.947 1.731 357.084 0.075 -0.053 -0.256 6.726
1623811508.288 -398.526 -49.360 147.708 -0.514 1.710 356.584 0.090 -0.047 -0.255 6.657
1623811508.488 -398.505 -49.372 147.768 -0.193 1.671 356.256 0.088 -0.056 -0.255 6.586
1623811508.688 -398.485 -49.385 147.828 0.019 1.660 355.499 0.081 -0.053 -0.255 6.541
1623811508.888 -398.464 -49.397 147.888 0.120 1.630 354.899 0.094 -0.053 -0.258 6.500
1623811509.088 -398.442 -49.410 147.949 0.151 1.650 353.956 0.099 -0.053 -0.260 6.444
1623811509.288 -398.441 -49.411 147.947 0.155 1.650 353.940 0.099 -0.053 -0.260 6.404
1623811509.488 -398.418 -49.423 148.007 0.014 1.670 352.721 0.104 -0.052 -0.263 6.393
1623811509.688 -398.394 -49.435 148.069 -0.166 1.680 352.004 0.099 -0.055 -0.263 6.311
1623811509.888 -398.394 -49.435 148.069 -0.166 1.680 352.004 0.099 -0.055 -0.263 6.280
1623811510.088 -398.394 -49.435 148.069 -0.166 1.680 352.004 0.099 -0.055 -0.263 6.269
1623811510.288 -398.342 -49.464 148.216 -1.027 1.860 349.137 0.096 -0.041 -0.266 6.248
1623811510.488 -398.320 -49.474 148.225 -1.207 1.791 349.100 0.090 -0.046 -0.267 6.154
1623811510.688 -398.300 -49.488 148.286 -1.426 1.819 348.574 0.084 -0.069 -0.263 6.054
1623811510.888 -398.280 -49.503 148.347 -1.627 1.889 347.974 0.092 -0.063 -0.265 5.983
1623811511.088 -398.259 -49.519 148.409 -1.728 1.860 347.207 0.088 -0.070 -0.262 5.915
1623811511.288 -398.240 -49.535 148.470 -1.789 1.850 346.725 0.077 -0.065 -0.263 5.863
1623811511.488 -398.240 -49.535 148.470 -1.789 1.850 346.725 0.077 -0.065 -0.263 5.836
1623811511.688 -398.215 -49.555 148.500 -1.796 1.852 345.805 0.073 -0.061 -0.258 5.813
1623811511.888 -398.206 -49.564 148.535 -1.702 1.811 345.493 0.068 -0.067 -0.262 5.789
1623811512.088 -398.190 -49.582 148.596 -1.552 1.780 344.866 0.072 -0.083 -0.259 5.837
1623811512.288 -398.174 -49.600 148.656 -1.392 1.770 344.292 0.059 -0.069 -0.261 5.748
1623811512.488 -398.174 -49.600 148.656 -1.392 1.770 344.292 0.059 -0.069 -0.261 5.651
1623811512.688 -398.174 -49.600 148.656 -1.392 1.770 344.292 0.059 -0.069 -0.261 5.616
1623811512.888 -398.138 -49.642 148.780 -1.264 1.780 341.376 0.055 -0.059 -0.263 5.546
1623811513.088 -398.132 -49.650 148.813 -1.181 1.633 341.789 0.048 -0.062 -0.266 5.494
