# time, altitude, r1, r2, r3, r4
1623887239.160 0.000 0.000 0.000 0.000 0.000
1623887239.330 0.000 0.000 0.000 0.000 0.000
1623887239.503 0.000 0.000 0.000 0.000 0.000
1623887239.681 0.000 0.000 0.000 0.000 0.000
1623887239.866 0.000 0.000 0.000 0.000 0.000
1623887240.064 0.000 0.000 0.000 0.000 0.000
1623887240.292 0.000 0.000 0.000 0.000 0.000
1623887240.530 0.000 0.000 0.000 0.000 0.000
1623887240.699 0.000 0.000 0.000 0.000 0.000
1623887240.872 0.000 0.000 0.000 0.000 0.000
1623887241.395 0.000 0.000 0.000 0.000 0.000
1623887241.564 0.000 0.000 0.000 0.000 0.000
1623887241.734 0.000 0.000 0.000 0.000 0.000
1623887241.904 0.000 0.000 0.000 0.000 0.000
1623887242.074 0.000 0.000 0.000 0.000 0.000
1623887242.249 0.000 0.000 0.000 0.000 0.000
1623887242.428 0.000 0.000 0.000 0.000 0.000
1623887243.141 0.000 0.000 0.000 0.000 0.000
1623887243.360 0.000 0.000 0.000 0.000 0.000
1623887243.598 0.000 0.000 0.000 0.000 0.000
1623887244.082 0.000 0.000 0.000 0.000 0.000
1623887244.256 0.000 0.000 0.000 0.000 0.000
1623887244.434 0.000 0.000 0.000 0.000 0.000
1623887244.611 0.000 0.000 0.000 0.000 0.000
1623887244.789 0.000 0.000 0.000 0.000 0.000
1623887244.967 0.000 0.000 0.000 0.000 0.000
1623887245.145 0.000 0.000 0.000 0.000 0.000
1623887245.322 0.000 0.000 0.000 0.000 0.000
1623887245.508 0.000 0.000 0.000 0.000 0.000
1623887245.709 0.000 0.000 0.000 0.000 0.000
1623887246.260 0.000 0.000 0.000 0.000 0.000
1623887246.498 0.000 0.000 0.000 0.000 0.000
1623887246.666 0.000 0.000 0.000 0.000 0.000
1623887246.840 0.000 0.000 0.000 0.000 0.000
1623887247.017 0.000 0.000 0.000 0.000 0.000
1623887247.202 0.000 0.000 0.000 0.000 0.000
1623887247.401 0.000 0.000 0.000 0.000 0.000
1623887247.629 0.000 0.000 0.000 0.000 0.000
1623887247.867 0.000 0.000 0.000 0.000 0.000
1623887248.035 0.000 0.000 0.000 0.000 0.000
1623887248.527 0.000 0.000 0.000 0.000 0.000
1623887248.705 0.000 0.000 0.000 0.000 0.000
1623887248.890 0.000 0.000 0.000 0.000 0.000
1623887249.089 0.000 0.000 0.000 0.000 0.000
1623887249.317 0.000 0.000 0.000 0.000 0.000
1623887249.557 0.000 0.000 0.000 0.000 0.000
1623887249.726 0.000 0.000 0.000 0.000 0.000
1623887249.899 0.000 0.000 0.000 0.000 0.000
1623887250.077 0.000 0.000 0.000 0.000 0.000
1623887250.262 0.000 0.000 0.000 0.000 0.000
1623887250.781 0.000 0.000 0.000 0.000 0.000
1623887251.008 0.000 0.000 0.000 0.000 0.000
1623887251.247 0.000 0.000 0.000 0.000 0.000
1623887251.415 0.000 0.000 0.000 0.000 0.000
1623887251.588 0.000 0.000 0.000 0.000 0.000
1623887251.766 0.000 0.000 0.000 0.000 0.000
1623887251.951 0.000 0.000 0.000 0.000 0.000
1623887252.150 0.000 0.000 0.000 0.000 0.000
1623887252.378 0.000 0.000 0.000 0.000 0.000
1623887252.616 0.000 0.000 0.000 0.000 0.000
1623887253.105 0.000 0.000 0.000 0.000 0.000
1623887253.278 0.000 0.000 0.000 0.000 0.000
1623887253.456 0.000 0.000 0.000 0.000 0.000
1623887253.641 0.000 0.000 0.000 0.000 0.000
1623887253.840 0.000 0.000 0.000 0.000 0.000
1623887254.068 0.000 0.000 0.000 0.000 0.000
1623887254.306 0.000 0.000 0.000 0.000 0.000
1623887254.474 0.000 0.000 0.000 0.000 0.000
1623887254.649 0.000 0.000 0.000 0.000 0.000
1623887254.826 0.000 0.000 0.000 0.000 0.000
1623887255.332 0.000 0.000 0.000 0.000 0.000
1623887255.531 0.000 0.000 0.000 0.000 0.000
1623887255.759 0.000 0.000 0.000 0.000 0.000
1623887255.997 0.000 0.000 0.000 0.000 0.000
1623887256.166 0.000 0.000 0.000 0.000 0.000
1623887256.339 0.000 0.000 0.000 0.000 0.000
1623887256.517 0.000 0.000 0.000 0.000 0.000
1623887256.702 0.000 0.000 0.000 0.000 0.000
1623887256.901 0.000 0.000 0.000 0.000 0.000
1623887257.129 0.000 0.000 0.000 0.000 0.000
1623887257.722 0.000 0.000 0.000 0.000 0.000
1623887257.889 0.000 0.000 0.000 0.000 0.000
1623887258.061 0.000 0.000 0.000 0.000 0.000
1623887258.238 0.000 0.000 0.000 0.000 0.000
1623887258.423 0.000 0.000 0.000 0.000 0.000
1623887258.622 0.000 0.000 0.000 0.000 0.000
1623887258.850 0.000 0.000 0.000 0.000 0.000
1623887259.088 0.000 0.000 0.000 0.000 0.000
1623887259.256 0.000 0.000 0.000 0.000 0.000
1623887259.430 0.000 0.000 0.000 0.000 0.000
1623887259.931 0.000 0.000 0.000 0.000 0.000
