# time, north, east, depth, roll, pitch, yaw, vnorth, veast, vup, altitude
1623563712.577 395.122 -2140.368 2.403 -1.120 -0.929 314.981 -0.076 -0.153 -0.175 0.950
1623564263.777 404.955 -2140.597 116.905 -2.339 1.809 76.920 0.101 -0.007 -0.243 9.983
1623564263.977 404.981 -2140.600 116.969 -2.379 1.899 76.144 0.095 -0.008 -0.240 10.000
1623564264.177 405.006 -2140.601 117.032 -2.330 1.979 75.568 0.095 -0.004 -0.239 9.962
1623564264.377 405.006 -2140.601 117.032 -2.330 1.979 75.568 0.095 -0.004 -0.239 9.901
1623564264.577 405.030 -2140.602 117.094 -2.171 2.000 74.990 0.085 -0.002 -0.238 9.854
1623564264.777 405.052 -2140.602 117.164 -1.914 2.050 74.504 0.084 0.002 -0.238 9.826
1623564264.977 405.073 -2140.602 117.226 -1.572 2.040 73.978 0.080 0.007 -0.237 9.725
1623564265.177 405.073 -2140.602 117.226 -1.572 2.040 73.978 0.080 0.007 -0.237 9.638
1623564265.377 405.095 -2140.601 117.288 -1.213 2.011 73.402 0.085 -0.001 -0.235 9.369
1623564265.577 405.116 -2140.602 117.349 -0.951 1.951 72.750 0.080 -0.002 -0.238 9.229
1623564265.777 405.116 -2140.602 117.349 -0.951 1.951 72.750 0.080 -0.002 -0.238 9.152
1623564265.977 405.148 -2140.603 117.440 -0.804 1.986 71.887 0.080 -0.001 -0.238 9.124
1623564266.177 405.165 -2140.605 117.486 -0.969 1.900 69.111 0.087 -0.006 -0.239 9.065
1623564266.377 405.187 -2140.606 117.549 -0.860 1.742 69.252 0.085 -0.005 -0.243 9.022
1623564266.577 405.187 -2140.606 117.549 -0.860 1.742 69.252 0.085 -0.005 -0.243 8.994
1623564266.777 405.210 -2140.608 117.612 -0.938 1.671 69.316 0.088 -0.012 -0.245 8.960
1623564266.977 405.232 -2140.611 117.675 -1.058 1.620 68.657 0.089 -0.012 -0.246 8.936
1623564267.177 405.259 -2140.614 117.731 -1.143 1.608 67.732 0.091 -0.008 -0.246 8.954
1623564267.377 405.280 -2140.617 117.787 -1.267 1.580 66.932 0.097 -0.014 -0.248 8.890
1623564267.577 405.280 -2140.617 117.787 -1.267 1.580 66.932 0.097 -0.014 -0.248 8.814
1623564267.777 405.304 -2140.621 117.850 -1.329 1.580 65.950 0.095 -0.013 -0.249 8.831
1623564267.977 405.329 -2140.625 117.915 -1.399 1.619 65.210 0.093 -0.021 -0.250 8.701
1623564268.177 405.353 -2140.629 117.978 -1.439 1.620 64.506 0.095 -0.011 -0.247 8.629
1623564268.377 405.353 -2140.629 117.978 -1.439 1.620 64.506 0.095 -0.011 -0.247 8.589
1623564268.577 405.378 -2140.634 118.035 -1.519 1.629 63.747 0.099 -0.021 -0.245 8.544
1623564268.777 405.378 -2140.634 118.035 -1.519 1.629 63.747 0.099 -0.021 -0.245 8.527
1623564268.977 405.436 -2140.649 118.174 -1.749 1.700 61.075 0.103 -0.027 -0.241 8.406
1623564269.177 405.436 -2140.649 118.174 -1.749 1.700 61.075 0.103 -0.027 -0.241 8.292
1623564269.377 405.461 -2140.657 118.234 -1.572 1.611 61.465 0.098 -0.038 -0.240 8.199
1623564269.577 405.485 -2140.667 118.294 -1.540 1.580 60.913 0.101 -0.042 -0.243 8.130
1623564269.777 405.511 -2140.678 118.343 -1.529 1.570 60.197 0.105 -0.043 -0.241 8.058
1623564269.977 405.537 -2140.689 118.402 -1.539 1.570 59.631 0.108 -0.044 -0.237 8.011
1623564270.177 405.537 -2140.689 118.402 -1.539 1.570 59.631 0.108 -0.044 -0.237 7.999
1623564270.377 405.564 -2140.700 118.461 -1.539 1.570 58.942 0.106 -0.044 -0.238 7.905
1623564270.577 405.590 -2140.710 118.520 -1.510 1.560 58.117 0.107 -0.039 -0.236 7.907
1623564270.777 405.616 -2140.721 118.579 -1.549 1.560 57.567 0.107 -0.050 -0.238 7.860
1623564270.977 405.642 -2140.733 118.633 -1.589 1.589 56.749 0.105 -0.046 -0.238 7.782
1623564271.177 405.642 -2140.733 118.633 -1.589 1.589 56.749 0.105 -0.046 -0.238 7.733
1623564271.377 405.668 -2140.746 118.692 -1.718 1.570 55.955 0.103 -0.054 -0.241 7.681
1623564271.577 405.668 -2140.746 118.692 -1.718 1.570 55.955 0.103 -0.054 -0.241 7.661
1623564271.777 405.728 -2140.775 118.831 -1.949 1.700 53.273 0.109 -0.042 -0.242 7.609
1623564271.977 405.728 -2140.775 118.831 -1.949 1.700 53.273 0.109 -0.042 -0.242 7.562
1623564272.177 405.772 -2140.794 118.935 -1.815 1.634 53.320 0.111 -0.048 -0.245 7.457
1623564272.377 405.781 -2140.796 118.953 -1.809 1.640 53.324 0.112 -0.038 -0.244 7.452
