# time, altitude, r1, r2, r3, r4
1623563675.085 0.000 0.000 0.000 0.000 0.000
1623563675.254 0.000 0.000 0.000 0.000 0.000
1623563675.426 0.000 0.000 0.000 0.000 0.000
1623563675.630 0.000 0.000 0.000 0.000 0.000
1623563675.802 0.000 0.000 0.000 0.000 0.000
1623563675.974 0.000 0.000 0.000 0.000 0.000
1623563676.147 0.000 0.000 0.000 0.000 0.000
1623563676.319 0.000 0.000 0.000 0.000 0.000
1623563676.495 0.000 0.000 0.000 0.000 0.000
1623563676.678 0.000 0.000 0.000 0.000 0.000
1623563677.199 0.000 0.000 0.000 0.000 0.000
1623563677.426 0.000 0.000 0.000 0.000 0.000
1623563677.663 0.000 0.000 0.000 0.000 0.000
1623563677.831 0.000 0.000 0.000 0.000 0.000
1623563678.003 0.000 0.000 0.000 0.000 0.000
1623563678.206 0.000 0.000 0.000 0.000 0.000
1623563678.381 0.000 0.000 0.000 0.000 0.000
1623563678.555 0.000 0.000 0.000 0.000 0.000
1623563678.730 0.000 0.000 0.000 0.000 0.000
1623563678.904 0.000 0.000 0.000 0.000 0.000
1623563679.407 0.000 0.000 0.000 0.000 0.000
1623563679.598 0.000 0.000 0.000 0.000 0.000
1623563679.808 0.000 0.000 0.000 0.000 0.000
1623563680.045 0.000 0.000 0.000 0.000 0.000
1623563680.213 0.000 0.000 0.000 0.000 0.000
1623563680.387 0.000 0.000 0.000 0.000 0.000
1623563680.590 0.000 0.000 0.000 0.000 0.000
1623563680.764 0.000 0.000 0.000 0.000 0.000
1623563680.937 0.000 0.000 0.000 0.000 0.000
1623563681.111 0.000 0.000 0.000 0.000 0.000
1623563682.316 0.000 0.000 0.000 0.000 0.000
1623563682.506 0.000 0.000 0.000 0.000 0.000
1623563682.717 0.000 0.000 0.000 0.000 0.000
1623563682.954 0.000 0.000 0.000 0.000 0.000
1623563683.121 0.000 0.000 0.000 0.000 0.000
1623563683.294 0.000 0.000 0.000 0.000 0.000
1623563683.498 0.000 0.000 0.000 0.000 0.000
1623563683.670 0.000 0.000 0.000 0.000 0.000
1623563683.869 1.350 1.950 1.110 1.360 0.980
1623563684.391 0.000 0.000 0.000 0.000 0.000
1623563684.591 1.770 0.000 2.110 1.200 2.000
1623563684.794 0.000 0.000 0.000 0.000 0.000
1623563684.970 0.000 0.000 0.000 0.000 0.000
1623563685.146 0.000 0.000 0.000 0.000 0.000
1623563685.322 0.000 0.000 0.000 0.000 0.000
1623563685.500 0.000 0.000 0.000 0.000 0.000
1623563685.682 0.000 0.000 0.000 0.000 0.000
1623563685.876 0.000 0.000 0.000 0.000 0.000
1623563686.096 0.000 0.000 0.000 0.000 0.000
1623563686.653 0.000 0.000 0.000 0.000 0.000
1623563686.820 0.000 0.000 0.000 0.000 0.000
1623563686.993 0.000 0.000 0.000 0.000 0.000
1623563687.196 0.000 0.000 0.000 0.000 0.000
1623563687.371 0.000 0.000 0.000 0.000 0.000
1623563687.546 0.000 0.000 0.000 0.000 0.000
1623563687.721 0.000 0.000 0.000 0.000 0.000
1623563687.895 0.000 0.000 0.000 0.000 0.000
1623563688.075 0.000 0.000 0.000 0.000 0.000
1623563688.265 0.000 0.000 0.000 0.000 0.000
1623563688.797 0.000 0.000 0.000 0.000 0.000
1623563689.035 0.000 0.000 0.000 0.000 0.000
1623563689.201 0.000 0.000 0.000 0.000 0.000
1623563689.402 0.000 0.000 0.000 0.000 0.000
1623563689.571 0.000 0.000 0.000 0.000 0.000
1623563689.739 0.000 0.000 0.000 0.000 0.000
1623563689.908 0.000 0.000 0.000 0.000 0.000
1623563690.077 0.000 0.000 0.000 0.000 0.000
1623563690.251 0.000 0.000 0.000 0.000 0.000
1623563690.429 0.000 0.000 0.000 0.000 0.000
1623563690.940 0.000 0.000 0.000 0.000 0.000
1623563691.151 0.000 0.000 0.000 0.000 0.000
1623563691.387 0.000 0.000 0.000 0.000 0.000
1623563691.555 0.000 0.000 0.000 0.000 0.000
1623563691.727 0.000 0.000 0.000 0.000 0.000
1623563691.931 0.000 0.000 0.000 0.000 0.000
1623563692.104 0.000 0.000 0.000 0.000 0.000
1623563692.276 0.000 0.000 0.000 0.000 0.000
1623563692.448 0.000 0.000 0.000 0.000 0.000
1623563692.621 0.000 0.000 0.000 0.000 0.000
1623563693.120 0.000 0.000 0.000 0.000 0.000
1623563693.306 0.000 0.000 0.000 0.000 0.000
1623563693.508 0.000 0.000 0.000 0.000 0.000
1623563693.743 0.000 0.000 0.000 0.000 0.000
1623563693.981 0.000 0.000 0.000 0.000 0.000
1623563694.147 0.000 0.000 0.000 0.000 0.000
1623563694.318 0.000 0.000 0.000 0.000 0.000
1623563694.522 0.000 0.000 0.000 0.000 0.000
1623563694.696 0.000 0.000 0.000 0.000 0.000
1623563694.870 0.000 0.000 0.000 0.000 0.000
1623563695.366 0.000 0.000 0.000 0.000 0.000
1623563695.540 0.000 0.000 0.000 0.000 0.000
1623563695.720 0.000 0.000 0.000 0.000 0.000
1623563695.910 0.000 0.000 0.000 0.000 0.000
1623563696.122 0.000 0.000 0.000 0.000 0.000
1623563696.358 0.000 0.000 0.000 0.000 0.000
1623563696.524 0.000 0.000 0.000 0.000 0.000
1623563696.695 0.000 0.000 0.000 0.000 0.000
1623563696.871 0.000 0.000 0.000 0.000 0.000
1623563697.053 0.000 0.000 0.000 0.000 0.000
1623563697.572 0.000 0.000 0.000 0.000 0.000
1623563697.799 0.000 0.000 0.000 0.000 0.000
1623563698.036 0.000 0.000 0.000 0.000 0.000
1623563698.203 0.000 0.000 0.000 0.000 0.000
1623563698.887 0.000 0.000 0.000 0.000 0.000
1623563699.099 0.000 0.000 0.000 0.000 0.000
1623563699.291 1.537 0.000 1.020 2.270 1.320
1623563699.530 2.040 2.470 1.430 2.220 0.000
1623563699.705 0.000 0.000 0.000 0.000 0.000
1623563699.881 0.000 0.000 0.000 0.000 0.000
1623563700.373 0.000 0.000 0.000 0.000 0.000
1623563700.549 0.000 0.000 0.000 0.000 0.000
1623563700.726 0.000 0.000 0.000 0.000 0.000
1623563700.908 0.000 0.000 0.000 0.000 0.000
1623563701.105 0.000 0.000 0.000 0.000 0.000
1623563701.332 0.000 0.000 0.000 0.000 0.000
1623563701.569 0.000 0.000 0.000 0.000 0.000
1623563701.737 0.000 0.000 0.000 0.000 0.000
1623563701.937 0.000 0.000 0.000 0.000 0.000
1623563702.105 0.000 0.000 0.000 0.000 0.000
1623563702.611 0.803 0.750 0.700 0.960 0.000
1623563702.814 0.000 0.000 0.000 0.000 0.000
1623563702.984 0.000 0.000 0.000 0.000 0.000
1623563703.155 0.000 0.000 0.000 0.000 0.000
1623563703.325 0.000 0.000 0.000 0.000 0.000
1623563703.496 0.000 0.000 0.000 0.000 0.000
1623563703.671 0.000 0.000 0.000 0.000 0.000
1623563703.852 0.000 0.000 0.000 0.000 0.000
1623563704.045 0.000 0.000 0.000 0.000 0.000
1623563704.260 0.000 0.000 0.000 0.000 0.000
1623563704.817 0.000 0.000 0.000 0.000 0.000
1623563704.984 0.000 0.000 0.000 0.000 0.000
1623563705.155 0.000 0.000 0.000 0.000 0.000
1623563705.458 1.482 2.350 0.840 1.780 0.960
1623563705.632 0.000 0.000 0.000 0.000 0.000
1623563705.806 0.000 0.000 0.000 0.000 0.000
1623563705.980 0.000 0.000 0.000 0.000 0.000
1623563706.154 0.000 0.000 0.000 0.000 0.000
1623563706.328 0.000 0.000 0.000 0.000 0.000
1623563706.506 0.000 0.000 0.000 0.000 0.000
1623563707.018 0.000 0.000 0.000 0.000 0.000
1623563707.229 0.000 0.000 0.000 0.000 0.000
1623563707.467 0.000 0.000 0.000 0.000 0.000
1623563707.635 0.000 0.000 0.000 0.000 0.000
1623563707.807 0.000 0.000 0.000 0.000 0.000
1623563707.984 0.000 0.000 0.000 0.000 0.000
1623563708.161 0.000 0.000 0.000 0.000 0.000
1623563708.338 0.000 0.000 0.000 0.000 0.000
1623563708.516 0.000 0.000 0.000 0.000 0.000
1623563708.693 0.000 0.000 0.000 0.000 0.000
1623563709.192 0.000 0.000 0.000 0.000 0.000
1623563709.376 0.000 0.000 0.000 0.000 0.000
1623563709.574 0.000 0.000 0.000 0.000 0.000
1623563709.802 0.000 0.000 0.000 0.000 0.000
1623563710.040 0.000 0.000 0.000 0.000 0.000
1623563710.208 0.000 0.000 0.000 0.000 0.000
1623563710.381 0.000 0.000 0.000 0.000 0.000
1623563710.558 0.000 0.000 0.000 0.000 0.000
1623563710.742 0.000 0.000 0.000 0.000 0.000
1623563710.942 0.000 0.000 0.000 0.000 0.000
1623563711.492 0.000 0.000 0.000 0.000 0.000
1623563711.730 0.000 0.000 0.000 0.000 0.000
1623563711.899 0.000 0.000 0.000 0.000 0.000
1623563712.072 0.000 0.000 0.000 0.000 0.000
1623563712.278 0.000 0.000 0.000 0.000 0.000
1623563712.471 0.950 0.810 0.000 1.060 0.980
1623563712.674 0.000 0.000 0.000 0.000 0.000
1623563712.847 0.000 0.000 0.000 0.000 0.000
1623563713.020 0.000 0.000 0.000 0.000 0.000
1623563713.192 0.000 0.000 0.000 0.000 0.000
1623563713.688 0.000 0.000 0.000 0.000 0.000
1623563713.864 0.000 0.000 0.000 0.000 0.000
1623563714.048 0.000 0.000 0.000 0.000 0.000
1623563714.245 0.000 0.000 0.000 0.000 0.000
1623563714.469 0.000 0.000 0.000 0.000 0.000
1623563714.706 0.000 0.000 0.000 0.000 0.000
1623563714.874 0.000 0.000 0.000 0.000 0.000
1623563715.047 0.000 0.000 0.000 0.000 0.000
1623563715.224 0.000 0.000 0.000 0.000 0.000
1623563715.923 0.000 0.000 0.000 0.000 0.000
1623563716.448 0.000 0.000 0.000 0.000 0.000
1623563716.676 0.000 0.000 0.000 0.000 0.000
1623563716.914 0.000 0.000 0.000 0.000 0.000
1623563717.081 0.000 0.000 0.000 0.000 0.000
1623563717.252 0.000 0.000 0.000 0.000 0.000
1623563717.429 0.000 0.000 0.000 0.000 0.000
1623563717.612 0.000 0.000 0.000 0.000 0.000
1623563717.810 0.000 0.000 0.000 0.000 0.000
1623563718.036 0.000 0.000 0.000 0.000 0.000
1623563718.273 0.000 0.000 0.000 0.000 0.000
1623563718.758 0.000 0.000 0.000 0.000 0.000
1623563718.930 0.000 0.000 0.000 0.000 0.000
1623563719.108 0.000 0.000 0.000 0.000 0.000
1623563719.292 0.000 0.000 0.000 0.000 0.000
1623563719.491 0.000 0.000 0.000 0.000 0.000
1623563719.719 0.000 0.000 0.000 0.000 0.000
1623563719.956 0.000 0.000 0.000 0.000 0.000
1623563720.124 0.000 0.000 0.000 0.000 0.000
1623563720.297 0.000 0.000 0.000 0.000 0.000
1623563720.475 0.000 0.000 0.000 0.000 0.000
1623563720.978 0.000 0.000 0.000 0.000 0.000
1623563721.179 0.000 0.000 0.000 0.000 0.000
1623563721.405 0.000 0.000 0.000 0.000 0.000
1623563721.641 0.000 0.000 0.000 0.000 0.000
1623563721.808 0.000 0.000 0.000 0.000 0.000
1623563721.980 0.000 0.000 0.000 0.000 0.000
1623563722.157 0.000 0.000 0.000 0.000 0.000
1623563722.341 0.000 0.000 0.000 0.000 0.000
1623563722.538 0.000 0.000 0.000 0.000 0.000
1623563722.765 0.000 0.000 0.000 0.000 0.000
1623563723.321 0.000 0.000 0.000 0.000 0.000
1623563723.488 0.000 0.000 0.000 0.000 0.000
1623563723.660 0.000 0.000 0.000 0.000 0.000
1623563723.837 0.000 0.000 0.000 0.000 0.000
1623563724.020 0.000 0.000 0.000 0.000 0.000
1623563724.218 0.000 0.000 0.000 0.000 0.000
1623563724.444 0.000 0.000 0.000 0.000 0.000
1623563724.681 0.000 0.000 0.000 0.000 0.000
1623563724.848 0.000 0.000 0.000 0.000 0.000
1623563725.020 0.000 0.000 0.000 0.000 0.000
1623563725.516 0.000 0.000 0.000 0.000 0.000
1623563725.699 0.000 0.000 0.000 0.000 0.000
1623563725.897 0.000 0.000 0.000 0.000 0.000
1623563726.123 0.000 0.000 0.000 0.000 0.000
1623563726.360 0.000 0.000 0.000 0.000 0.000
1623563726.527 0.000 0.000 0.000 0.000 0.000
1623563726.699 0.000 0.000 0.000 0.000 0.000
1623563726.875 0.000 0.000 0.000 0.000 0.000
1623563727.059 0.000 0.000 0.000 0.000 0.000
1623563727.257 0.000 0.000 0.000 0.000 0.000
1623563727.804 0.000 0.000 0.000 0.000 0.000
1623563728.041 0.000 0.000 0.000 0.000 0.000
1623563728.208 0.000 0.000 0.000 0.000 0.000
1623563728.380 0.000 0.000 0.000 0.000 0.000
1623563728.557 0.000 0.000 0.000 0.000 0.000
1623563728.740 0.000 0.000 0.000 0.000 0.000
1623563728.938 0.000 0.000 0.000 0.000 0.000
1623563729.165 0.000 0.000 0.000 0.000 0.000
1623563729.402 0.000 0.000 0.000 0.000 0.000
1623563729.569 0.000 0.000 0.000 0.000 0.000
1623563730.063 0.000 0.000 0.000 0.000 0.000
1623563730.239 0.000 0.000 0.000 0.000 0.000
1623563730.423 0.000 0.000 0.000 0.000 0.000
1623563730.621 0.000 0.000 0.000 0.000 0.000
1623563730.847 0.000 0.000 0.000 0.000 0.000
1623563731.084 0.000 0.000 0.000 0.000 0.000
1623563731.253 0.000 0.000 0.000 0.000 0.000
1623563731.425 0.000 0.000 0.000 0.000 0.000
1623563731.601 0.000 0.000 0.000 0.000 0.000
1623563731.785 0.000 0.000 0.000 0.000 0.000
1623563732.307 0.000 0.000 0.000 0.000 0.000
1623563732.535 0.000 0.000 0.000 0.000 0.000
1623563732.773 0.000 0.000 0.000 0.000 0.000
1623563733.637 0.000 0.000 0.000 0.000 0.000
1623563733.815 0.000 0.000 0.000 0.000 0.000
1623563734.000 0.000 0.000 0.000 0.000 0.000
1623563734.199 0.000 0.000 0.000 0.000 0.000
1623563734.427 0.000 0.000 0.000 0.000 0.000
1623563734.665 0.000 0.000 0.000 0.000 0.000
1623563735.151 0.000 0.000 0.000 0.000 0.000
1623563735.324 0.000 0.000 0.000 0.000 0.000
1623563735.501 0.000 0.000 0.000 0.000 0.000
1623563735.686 0.000 0.000 0.000 0.000 0.000
1623563735.885 0.000 0.000 0.000 0.000 0.000
1623563736.113 0.000 0.000 0.000 0.000 0.000
1623563736.351 0.000 0.000 0.000 0.000 0.000
1623563736.519 0.000 0.000 0.000 0.000 0.000
1623563736.692 0.000 0.000 0.000 0.000 0.000
1623563736.869 0.000 0.000 0.000 0.000 0.000
1623563737.372 0.000 0.000 0.000 0.000 0.000
1623563737.571 0.000 0.000 0.000 0.000 0.000
1623563737.799 0.000 0.000 0.000 0.000 0.000
1623563738.037 0.000 0.000 0.000 0.000 0.000
1623563738.205 0.000 0.000 0.000 0.000 0.000
1623563738.379 0.000 0.000 0.000 0.000 0.000
1623563738.556 0.000 0.000 0.000 0.000 0.000
1623563738.741 0.000 0.000 0.000 0.000 0.000
1623563738.940 0.000 0.000 0.000 0.000 0.000
1623563739.168 0.000 0.000 0.000 0.000 0.000
1623563739.726 0.000 0.000 0.000 0.000 0.000
1623563739.895 0.000 0.000 0.000 0.000 0.000
1623563740.068 0.000 0.000 0.000 0.000 0.000
1623563740.246 0.000 0.000 0.000 0.000 0.000
1623563740.430 0.000 0.000 0.000 0.000 0.000
1623563740.629 0.000 0.000 0.000 0.000 0.000
1623563740.857 0.000 0.000 0.000 0.000 0.000
1623563741.095 0.000 0.000 0.000 0.000 0.000
1623563741.263 0.000 0.000 0.000 0.000 0.000
1623563741.436 0.000 0.000 0.000 0.000 0.000
1623563741.935 0.000 0.000 0.000 0.000 0.000
1623563742.120 0.000 0.000 0.000 0.000 0.000
