# time, altitude, r1, r2, r3, r4
1623560851.020 0.000 0.000 0.000 0.000 0.000
1623560851.187 0.000 0.000 0.000 0.000 0.000
1623560851.358 0.000 0.000 0.000 0.000 0.000
1623560851.534 0.000 0.000 0.000 0.000 0.000
1623560851.716 0.000 0.000 0.000 0.000 0.000
1623560851.913 0.000 0.000 0.000 0.000 0.000
1623560852.139 0.000 0.000 0.000 0.000 0.000
1623560852.375 0.000 0.000 0.000 0.000 0.000
1623560852.542 0.000 0.000 0.000 0.000 0.000
1623560852.713 0.000 0.000 0.000 0.000 0.000
1623560853.208 0.000 0.000 0.000 0.000 0.000
1623560853.391 0.000 0.000 0.000 0.000 0.000
1623560853.588 0.000 0.000 0.000 0.000 0.000
1623560853.814 0.000 0.000 0.000 0.000 0.000
1623560854.050 0.000 0.000 0.000 0.000 0.000
1623560854.217 0.000 0.000 0.000 0.000 0.000
1623560854.388 0.000 0.000 0.000 0.000 0.000
1623560854.564 0.000 0.000 0.000 0.000 0.000
1623560854.747 0.000 0.000 0.000 0.000 0.000
1623560854.944 0.000 0.000 0.000 0.000 0.000
1623560855.493 0.000 0.000 0.000 0.000 0.000
1623560855.730 0.000 0.000 0.000 0.000 0.000
1623560855.898 0.000 0.000 0.000 0.000 0.000
1623560856.100 0.000 0.000 0.000 0.000 0.000
1623560856.270 0.000 0.000 0.000 0.000 0.000
1623560856.440 0.000 0.000 0.000 0.000 0.000
1623560856.610 0.000 0.000 0.000 0.000 0.000
1623560856.781 0.000 0.000 0.000 0.000 0.000
1623560856.955 0.000 0.000 0.000 0.000 0.000
1623560857.133 0.000 0.000 0.000 0.000 0.000
1623560857.646 0.000 0.000 0.000 0.000 0.000
1623560858.375 0.000 0.000 0.000 0.000 0.000
1623560858.632 0.000 0.000 0.000 0.000 0.000
1623560858.798 0.000 0.000 0.000 0.000 0.000
1623560858.969 0.000 0.000 0.000 0.000 0.000
1623560859.145 0.000 0.000 0.000 0.000 0.000
1623560859.329 0.000 0.000 0.000 0.000 0.000
1623560859.527 0.000 0.000 0.000 0.000 0.000
1623560859.754 0.000 0.000 0.000 0.000 0.000
1623560859.991 0.000 0.000 0.000 0.000 0.000
1623560860.477 0.000 0.000 0.000 0.000 0.000
1623560860.649 0.000 0.000 0.000 0.000 0.000
1623560860.826 0.000 0.000 0.000 0.000 0.000
1623560861.010 0.000 0.000 0.000 0.000 0.000
1623560861.208 0.000 0.000 0.000 0.000 0.000
