# time, altitude, r1, r2, r3, r4
1623724900.056 0.000 0.000 0.000 0.000 0.000
1623724900.225 0.000 0.000 0.000 0.000 0.000
1623724900.398 0.000 0.000 0.000 0.000 0.000
1623724900.630 1.477 1.050 0.000 1.280 2.100
1623724900.833 0.000 0.000 0.000 0.000 0.000
1623724901.008 0.000 0.000 0.000 0.000 0.000
1623724901.183 0.000 0.000 0.000 0.000 0.000
1623724901.359 0.000 0.000 0.000 0.000 0.000
1623724901.534 0.000 0.000 0.000 0.000 0.000
1623724901.714 0.000 0.000 0.000 0.000 0.000
1623724902.220 0.000 0.000 0.000 0.000 0.000
1623724902.432 0.000 0.000 0.000 0.000 0.000
1623724902.670 0.000 0.000 0.000 0.000 0.000
1623724902.838 0.000 0.000 0.000 0.000 0.000
1623724903.011 0.000 0.000 0.000 0.000 0.000
1623724903.214 0.000 0.000 0.000 0.000 0.000
1623724903.386 0.000 0.000 0.000 0.000 0.000
1623724903.558 0.000 0.000 0.000 0.000 0.000
1623724903.730 0.000 0.000 0.000 0.000 0.000
1623724903.902 0.000 0.000 0.000 0.000 0.000
1623724904.394 0.000 0.000 0.000 0.000 0.000
1623724904.575 0.000 0.000 0.000 0.000 0.000
1623724904.752 0.000 0.000 0.000 0.000 0.000
1623724904.929 0.000 0.000 0.000 0.000 0.000
1623724905.105 0.000 0.000 0.000 0.000 0.000
1623724905.304 1.445 0.000 0.000 1.350 1.540
1623724905.506 0.000 0.000 0.000 0.000 0.000
1623724905.679 0.000 0.000 0.000 0.000 0.000
1623724905.851 0.000 0.000 0.000 0.000 0.000
1623724906.024 0.000 0.000 0.000 0.000 0.000
1623724906.531 1.280 0.000 0.000 0.000 1.280
1623724906.735 0.000 0.000 0.000 0.000 0.000
1623724906.908 0.000 0.000 0.000 0.000 0.000
1623724907.081 0.000 0.000 0.000 0.000 0.000
1623724907.254 0.000 0.000 0.000 0.000 0.000
1623724907.426 0.000 0.000 0.000 0.000 0.000
1623724907.604 0.000 0.000 0.000 0.000 0.000
1623724907.808 0.000 0.000 0.000 0.000 0.000
1623724907.982 0.000 0.000 0.000 0.000 0.000
1623724908.155 0.000 0.000 0.000 0.000 0.000
1623724908.647 0.000 0.000 0.000 0.000 0.000
1623724908.831 1.490 1.490 0.000 0.000 0.000
1623724909.034 0.000 0.000 0.000 0.000 0.000
1623724909.206 0.000 0.000 0.000 0.000 0.000
1623724909.379 0.000 0.000 0.000 0.000 0.000
1623724909.552 0.000 0.000 0.000 0.000 0.000
1623724909.725 0.000 0.000 0.000 0.000 0.000
1623724909.903 0.000 0.000 0.000 0.000 0.000
1623724910.090 0.000 0.000 0.000 0.000 0.000
1623724910.296 0.000 0.000 0.000 0.000 0.000
1623724910.853 0.000 0.000 0.000 0.000 0.000
1623724911.020 0.000 0.000 0.000 0.000 0.000
1623724911.191 0.000 0.000 0.000 0.000 0.000
1623724911.367 0.000 0.000 0.000 0.000 0.000
1623724911.550 0.000 0.000 0.000 0.000 0.000
1623724911.747 0.000 0.000 0.000 0.000 0.000
1623724911.973 0.000 0.000 0.000 0.000 0.000
1623724912.209 0.000 0.000 0.000 0.000 0.000
1623724912.376 0.000 0.000 0.000 0.000 0.000
1623724912.549 0.000 0.000 0.000 0.000 0.000
1623724913.072 0.000 0.000 0.000 0.000 0.000
1623724913.245 0.000 0.000 0.000 0.000 0.000
1623724913.417 0.000 0.000 0.000 0.000 0.000
1623724913.590 0.000 0.000 0.000 0.000 0.000
1623724913.763 0.000 0.000 0.000 0.000 0.000
1623724913.940 0.000 0.000 0.000 0.000 0.000
1623724914.130 0.000 0.000 0.000 0.000 0.000
1623724914.334 0.000 0.000 0.000 0.000 0.000
1623724914.506 0.000 0.000 0.000 0.000 0.000
1623724914.678 0.000 0.000 0.000 0.000 0.000
1623724915.884 0.000 0.000 0.000 0.000 0.000
1623724916.057 0.000 0.000 0.000 0.000 0.000
1623724916.233 0.000 0.000 0.000 0.000 0.000
1623724916.436 0.000 0.000 0.000 0.000 0.000
1623724916.607 0.000 0.000 0.000 0.000 0.000
1623724916.779 0.000 0.000 0.000 0.000 0.000
1623724916.950 0.000 0.000 0.000 0.000 0.000
1623724917.121 0.000 0.000 0.000 0.000 0.000
1623724917.297 0.000 0.000 0.000 0.000 0.000
1623724917.481 0.000 0.000 0.000 0.000 0.000
1623724917.996 0.000 0.000 0.000 0.000 0.000
1623724918.228 0.000 0.000 0.000 0.000 0.000
1623724918.464 0.000 0.000 0.000 0.000 0.000
1623724918.630 0.000 0.000 0.000 0.000 0.000
1623724918.802 0.000 0.000 0.000 0.000 0.000
1623724918.978 0.000 0.000 0.000 0.000 0.000
1623724919.161 0.000 0.000 0.000 0.000 0.000
1623724919.359 0.000 0.000 0.000 0.000 0.000
1623724919.586 0.000 0.000 0.000 0.000 0.000
1623724919.823 0.000 0.000 0.000 0.000 0.000
1623724920.308 0.000 0.000 0.000 0.000 0.000
1623724920.481 0.000 0.000 0.000 0.000 0.000
1623724920.658 0.000 0.000 0.000 0.000 0.000
1623724920.843 0.000 0.000 0.000 0.000 0.000
1623724921.041 0.000 0.000 0.000 0.000 0.000
1623724921.268 0.000 0.000 0.000 0.000 0.000
1623724921.505 0.000 0.000 0.000 0.000 0.000
1623724921.673 0.000 0.000 0.000 0.000 0.000
1623724921.844 0.000 0.000 0.000 0.000 0.000
1623724922.084 0.890 0.990 0.810 0.900 0.860
1623724922.602 0.000 0.000 0.000 0.000 0.000
1623724922.772 0.000 0.000 0.000 0.000 0.000
1623724922.943 0.000 0.000 0.000 0.000 0.000
1623724923.113 0.000 0.000 0.000 0.000 0.000
1623724923.284 0.000 0.000 0.000 0.000 0.000
1623724923.458 0.000 0.000 0.000 0.000 0.000
1623724923.661 0.000 0.000 0.000 0.000 0.000
1623724923.835 0.000 0.000 0.000 0.000 0.000
1623724924.009 0.000 0.000 0.000 0.000 0.000
1623724924.182 0.000 0.000 0.000 0.000 0.000
1623724924.676 0.000 0.000 0.000 0.000 0.000
1623724924.854 0.000 0.000 0.000 0.000 0.000
1623724925.040 0.000 0.000 0.000 0.000 0.000
1623724925.242 0.000 0.000 0.000 0.000 0.000
1623724925.478 0.000 0.000 0.000 0.000 0.000
1623724925.715 0.000 0.000 0.000 0.000 0.000
1623724925.883 0.000 0.000 0.000 0.000 0.000
1623724926.056 0.000 0.000 0.000 0.000 0.000
1623724926.233 0.000 0.000 0.000 0.000 0.000
1623724926.436 0.000 0.000 0.000 0.000 0.000
1623724926.928 0.000 0.000 0.000 0.000 0.000
1623724927.100 0.000 0.000 0.000 0.000 0.000
1623724927.272 0.000 0.000 0.000 0.000 0.000
1623724927.445 0.000 0.000 0.000 0.000 0.000
1623724927.621 0.000 0.000 0.000 0.000 0.000
1623724927.804 0.000 0.000 0.000 0.000 0.000
1623724928.000 0.000 0.000 0.000 0.000 0.000
1623724928.224 0.000 0.000 0.000 0.000 0.000
1623724928.462 0.000 0.000 0.000 0.000 0.000
1623724928.630 0.000 0.000 0.000 0.000 0.000
1623724929.123 0.000 0.000 0.000 0.000 0.000
1623724929.327 0.000 0.000 0.000 0.000 0.000
1623724929.502 0.000 0.000 0.000 0.000 0.000
1623724929.676 0.000 0.000 0.000 0.000 0.000
1623724929.850 0.000 0.000 0.000 0.000 0.000
1623724930.025 0.000 0.000 0.000 0.000 0.000
1623724930.203 0.000 0.000 0.000 0.000 0.000
1623724930.390 0.000 0.000 0.000 0.000 0.000
1623724930.596 0.000 0.000 0.000 0.000 0.000
1623724930.834 0.000 0.000 0.000 0.000 0.000
1623724931.323 0.000 0.000 0.000 0.000 0.000
1623724931.496 0.000 0.000 0.000 0.000 0.000
1623724931.700 0.000 0.000 0.000 0.000 0.000
1623724932.388 0.000 0.000 0.000 0.000 0.000
1623724932.594 0.000 0.000 0.000 0.000 0.000
1623724932.767 0.000 0.000 0.000 0.000 0.000
1623724932.940 0.000 0.000 0.000 0.000 0.000
1623724933.117 0.000 0.000 0.000 0.000 0.000
1623724933.303 0.000 0.000 0.000 0.000 0.000
1623724933.504 0.000 0.000 0.000 0.000 0.000
1623724934.053 0.000 0.000 0.000 0.000 0.000
1623724934.291 0.000 0.000 0.000 0.000 0.000
1623724934.459 0.000 0.000 0.000 0.000 0.000
1623724934.632 0.000 0.000 0.000 0.000 0.000
1623724934.809 0.000 0.000 0.000 0.000 0.000
1623724935.013 0.000 0.000 0.000 0.000 0.000
1623724935.187 0.000 0.000 0.000 0.000 0.000
1623724935.361 0.000 0.000 0.000 0.000 0.000
1623724935.535 0.000 0.000 0.000 0.000 0.000
1623724935.709 0.000 0.000 0.000 0.000 0.000
1623724936.203 0.000 0.000 0.000 0.000 0.000
1623724936.389 0.000 0.000 0.000 0.000 0.000
1623724936.592 0.000 0.000 0.000 0.000 0.000
1623724936.827 0.000 0.000 0.000 0.000 0.000
1623724937.064 0.000 0.000 0.000 0.000 0.000
1623724937.232 0.000 0.000 0.000 0.000 0.000
1623724937.405 0.000 0.000 0.000 0.000 0.000
1623724937.582 0.000 0.000 0.000 0.000 0.000
1623724937.814 1.040 1.000 1.170 0.000 0.950
1623724938.018 0.000 0.000 0.000 0.000 0.000
1623724938.508 0.000 0.000 0.000 0.000 0.000
1623724938.681 0.000 0.000 0.000 0.000 0.000
1623724938.854 0.000 0.000 0.000 0.000 0.000
1623724939.027 0.000 0.000 0.000 0.000 0.000
1623724939.205 0.000 0.000 0.000 0.000 0.000
1623724939.409 0.000 0.000 0.000 0.000 0.000
1623724939.582 0.000 0.000 0.000 0.000 0.000
1623724939.756 0.000 0.000 0.000 0.000 0.000
1623724939.928 0.000 0.000 0.000 0.000 0.000
1623724940.101 0.000 0.000 0.000 0.000 0.000
1623724940.596 0.000 0.000 0.000 0.000 0.000
1623724940.781 0.000 0.000 0.000 0.000 0.000
1623724940.982 0.000 0.000 0.000 0.000 0.000
1623724941.216 0.000 0.000 0.000 0.000 0.000
1623724941.453 0.000 0.000 0.000 0.000 0.000
1623724941.622 0.000 0.000 0.000 0.000 0.000
1623724941.794 0.000 0.000 0.000 0.000 0.000
1623724941.996 0.000 0.000 0.000 0.000 0.000
1623724942.166 0.000 0.000 0.000 0.000 0.000
1623724942.336 0.000 0.000 0.000 0.000 0.000
1623724942.824 0.000 0.000 0.000 0.000 0.000
1623724942.995 0.000 0.000 0.000 0.000 0.000
1623724943.169 0.000 0.000 0.000 0.000 0.000
1623724943.350 0.000 0.000 0.000 0.000 0.000
1623724943.540 0.000 0.000 0.000 0.000 0.000
1623724943.751 0.000 0.000 0.000 0.000 0.000
1623724943.988 0.000 0.000 0.000 0.000 0.000
1623724944.156 0.000 0.000 0.000 0.000 0.000
1623724944.329 0.000 0.000 0.000 0.000 0.000
1623724944.506 0.000 0.000 0.000 0.000 0.000
1623724945.010 0.000 0.000 0.000 0.000 0.000
1623724945.208 0.000 0.000 0.000 0.000 0.000
1623724945.435 0.000 0.000 0.000 0.000 0.000
1623724945.673 0.000 0.000 0.000 0.000 0.000
1623724945.841 0.000 0.000 0.000 0.000 0.000
1623724946.014 0.000 0.000 0.000 0.000 0.000
1623724946.191 0.000 0.000 0.000 0.000 0.000
1623724946.375 0.000 0.000 0.000 0.000 0.000
1623724946.574 0.000 0.000 0.000 0.000 0.000
1623724946.801 0.000 0.000 0.000 0.000 0.000
1623724947.359 0.000 0.000 0.000 0.000 0.000
1623724947.527 0.000 0.000 0.000 0.000 0.000
1623724947.699 0.000 0.000 0.000 0.000 0.000
1623724947.877 0.000 0.000 0.000 0.000 0.000
1623724948.061 0.000 0.000 0.000 0.000 0.000
1623724948.259 0.000 0.000 0.000 0.000 0.000
1623724948.486 0.000 0.000 0.000 0.000 0.000
1623724948.724 0.000 0.000 0.000 0.000 0.000
1623724949.416 0.000 0.000 0.000 0.000 0.000
1623724949.602 0.000 0.000 0.000 0.000 0.000
1623724950.093 0.000 0.000 0.000 0.000 0.000
1623724950.278 0.000 0.000 0.000 0.000 0.000
1623724950.475 0.000 0.000 0.000 0.000 0.000
1623724950.701 0.000 0.000 0.000 0.000 0.000
1623724950.937 0.000 0.000 0.000 0.000 0.000
1623724951.103 0.000 0.000 0.000 0.000 0.000
1623724951.274 0.000 0.000 0.000 0.000 0.000
1623724951.450 0.000 0.000 0.000 0.000 0.000
1623724951.633 0.000 0.000 0.000 0.000 0.000
1623724951.830 0.000 0.000 0.000 0.000 0.000
1623724952.369 0.000 0.000 0.000 0.000 0.000
1623724952.605 0.000 0.000 0.000 0.000 0.000
1623724952.772 0.000 0.000 0.000 0.000 0.000
1623724952.943 0.000 0.000 0.000 0.000 0.000
