# time, north, east, depth, roll, pitch, yaw, vnorth, veast, vup, altitude
1623725559.324 1371.876 -2413.248 130.762 -1.769 1.600 120.743 0.020 -0.033 -0.266 9.918
1623725559.524 1371.882 -2413.256 130.832 -1.681 1.520 120.195 0.025 -0.028 -0.266 9.834
1623725559.724 1371.889 -2413.264 130.902 -1.650 1.579 119.295 0.024 -0.030 -0.268 9.747
1623725559.924 1371.889 -2413.264 130.902 -1.650 1.579 119.295 0.024 -0.030 -0.268 9.681
1623725560.124 1371.895 -2413.270 130.972 -1.531 1.669 118.656 0.026 -0.022 -0.266 9.714
1623725560.324 1371.904 -2413.279 131.060 -1.430 1.766 117.821 0.028 -0.025 -0.269 9.583
1623725560.524 1371.910 -2413.282 131.106 -1.331 1.839 117.530 0.031 -0.018 -0.268 9.584
1623725560.724 1371.910 -2413.282 131.106 -1.331 1.839 117.530 0.031 -0.018 -0.268 9.613
1623725560.924 1371.917 -2413.288 131.176 -1.280 1.909 117.034 0.030 -0.021 -0.265 9.500
1623725561.124 1371.926 -2413.293 131.245 -1.230 1.979 116.729 0.034 -0.024 -0.267 9.372
1623725561.324 1371.934 -2413.298 131.314 -1.199 2.010 116.179 0.030 -0.013 -0.266 9.346
1623725561.524 1371.942 -2413.302 131.383 -1.110 2.020 116.047 0.031 -0.019 -0.264 9.306
1623725561.724 1371.943 -2413.303 131.411 -1.105 2.024 115.949 0.031 -0.019 -0.264 9.266
1623725561.924 1371.943 -2413.303 131.411 -1.105 2.024 115.949 0.031 -0.019 -0.264 9.251
1623725562.124 1371.958 -2413.313 131.551 -0.860 2.080 114.598 0.026 -0.016 -0.260 9.163
1623725562.324 1371.958 -2413.313 131.551 -0.860 2.080 114.598 0.026 -0.016 -0.260 9.081
1623725562.524 1371.964 -2413.318 131.617 -0.612 1.932 114.763 0.022 -0.019 -0.259 9.074
1623725562.724 1371.971 -2413.322 131.684 -0.471 1.871 114.607 0.032 -0.018 -0.260 9.033
1623725562.924 1371.978 -2413.327 131.793 -0.429 1.801 114.264 0.021 -0.020 -0.259 8.999
1623725563.124 1371.984 -2413.333 131.860 -0.518 1.741 113.859 0.025 -0.025 -0.264 8.927
1623725563.324 1371.984 -2413.333 131.860 -0.518 1.741 113.859 0.025 -0.025 -0.264 8.872
1623725563.524 1371.991 -2413.340 131.928 -0.579 1.651 112.941 0.032 -0.026 -0.266 8.773
1623725563.724 1371.999 -2413.346 131.996 -0.678 1.600 112.699 0.032 -0.020 -0.268 8.735
1623725563.924 1372.007 -2413.352 132.065 -0.778 1.540 112.018 0.028 -0.028 -0.270 8.686
1623725564.124 1372.012 -2413.357 132.158 -0.766 1.506 111.665 0.028 -0.028 -0.275 8.648
1623725564.324 1372.015 -2413.358 132.176 -0.868 1.510 112.684 0.033 -0.022 -0.273 8.592
1623725564.524 1372.024 -2413.363 132.245 -0.978 1.510 112.293 0.036 -0.021 -0.273 8.540
1623725564.724 1372.024 -2413.363 132.245 -0.978 1.510 112.293 0.036 -0.021 -0.273 8.521
1623725564.924 1372.024 -2413.363 132.245 -0.978 1.510 112.293 0.036 -0.021 -0.273 8.514
1623725565.124 1372.045 -2413.372 132.403 -1.458 1.620 110.934 0.039 -0.012 -0.274 8.445
1623725565.324 1372.056 -2413.375 132.471 -1.489 1.531 111.073 0.044 -0.006 -0.274 8.334
1623725565.524 1372.066 -2413.377 132.574 -1.617 1.559 110.820 0.038 -0.010 -0.277 8.289
1623725565.724 1372.076 -2413.378 132.643 -1.640 1.609 110.438 0.040 0.002 -0.274 8.233
1623725565.924 1372.076 -2413.378 132.643 -1.640 1.609 110.438 0.040 0.002 -0.274 8.190
1623725566.124 1372.086 -2413.377 132.710 -1.630 1.630 110.157 0.045 0.006 -0.272 8.185
1623725566.324 1372.098 -2413.375 132.777 -1.590 1.660 109.649 0.049 0.005 -0.266 8.093
1623725566.524 1372.110 -2413.375 132.842 -1.570 1.680 109.076 0.047 -0.001 -0.264 8.083
1623725566.724 1372.121 -2413.374 132.942 -1.580 1.729 108.835 0.048 0.003 -0.269 8.016
1623725566.924 1372.121 -2413.374 132.942 -1.580 1.729 108.835 0.048 0.003 -0.269 7.944
1623725567.124 1372.133 -2413.373 133.008 -1.629 1.770 108.571 0.050 0.008 -0.267 7.897
1623725567.324 1372.146 -2413.371 133.074 -1.679 1.800 108.304 0.054 0.007 -0.266 7.864
1623725567.524 1372.146 -2413.371 133.074 -1.679 1.800 108.304 0.054 0.007 -0.266 7.852
1623725567.724 1372.146 -2413.371 133.074 -1.679 1.800 108.304 0.054 0.007 -0.266 7.848
1623725567.924 1372.184 -2413.366 133.263 -1.921 1.954 106.751 0.059 0.009 -0.265 7.735
1623725568.124 1372.193 -2413.363 133.306 -1.782 1.823 107.155 0.059 0.020 -0.267 7.715
1623725568.324 1372.208 -2413.359 133.371 -1.839 1.780 106.827 0.055 0.010 -0.262 7.654
1623725568.524 1372.221 -2413.357 133.436 -1.928 1.760 106.520 0.057 0.009 -0.263 7.592
