# time, altitude, r1, r2, r3, r4
1623736022.527 0.000 0.000 0.000 0.000 0.000
1623736022.696 0.000 0.000 0.000 0.000 0.000
1623736022.868 0.000 0.000 0.000 0.000 0.000
1623736023.046 0.000 0.000 0.000 0.000 0.000
1623736023.231 0.000 0.000 0.000 0.000 0.000
1623736023.429 0.000 0.000 0.000 0.000 0.000
1623736023.657 0.000 0.000 0.000 0.000 0.000
1623736023.895 0.000 0.000 0.000 0.000 0.000
1623736024.063 0.000 0.000 0.000 0.000 0.000
1623736024.236 0.000 0.000 0.000 0.000 0.000
1623736024.734 0.000 0.000 0.000 0.000 0.000
1623736024.919 0.000 0.000 0.000 0.000 0.000
1623736025.118 0.000 0.000 0.000 0.000 0.000
1623736025.345 0.000 0.000 0.000 0.000 0.000
1623736025.583 0.000 0.000 0.000 0.000 0.000
1623736025.751 0.000 0.000 0.000 0.000 0.000
1623736025.923 0.000 0.000 0.000 0.000 0.000
1623736026.101 0.000 0.000 0.000 0.000 0.000
1623736026.286 0.000 0.000 0.000 0.000 0.000
1623736026.485 0.000 0.000 0.000 0.000 0.000
1623736027.035 0.000 0.000 0.000 0.000 0.000
1623736027.788 0.000 0.000 0.000 0.000 0.000
1623736027.987 0.000 0.000 0.000 0.000 0.000
1623736028.160 0.000 0.000 0.000 0.000 0.000
1623736028.337 0.000 0.000 0.000 0.000 0.000
1623736028.522 0.000 0.000 0.000 0.000 0.000
1623736028.721 0.000 0.000 0.000 0.000 0.000
1623736028.950 0.000 0.000 0.000 0.000 0.000
1623736029.188 0.000 0.000 0.000 0.000 0.000
1623736029.356 0.000 0.000 0.000 0.000 0.000
1623736029.846 0.000 0.000 0.000 0.000 0.000
1623736030.024 0.000 0.000 0.000 0.000 0.000
1623736030.209 0.000 0.000 0.000 0.000 0.000
1623736030.408 0.000 0.000 0.000 0.000 0.000
1623736030.635 0.000 0.000 0.000 0.000 0.000
1623736030.873 0.000 0.000 0.000 0.000 0.000
1623736031.041 0.000 0.000 0.000 0.000 0.000
1623736031.214 0.000 0.000 0.000 0.000 0.000
1623736031.392 0.000 0.000 0.000 0.000 0.000
1623736031.577 0.000 0.000 0.000 0.000 0.000
1623736032.094 0.000 0.000 0.000 0.000 0.000
1623736032.322 0.000 0.000 0.000 0.000 0.000
1623736032.560 0.000 0.000 0.000 0.000 0.000
1623736032.728 0.000 0.000 0.000 0.000 0.000
1623736032.901 0.000 0.000 0.000 0.000 0.000
1623736033.079 0.000 0.000 0.000 0.000 0.000
1623736033.264 0.000 0.000 0.000 0.000 0.000
1623736033.463 0.000 0.000 0.000 0.000 0.000
1623736033.690 0.000 0.000 0.000 0.000 0.000
1623736033.928 0.000 0.000 0.000 0.000 0.000
1623736034.412 0.000 0.000 0.000 0.000 0.000
1623736034.586 0.000 0.000 0.000 0.000 0.000
1623736034.763 0.000 0.000 0.000 0.000 0.000
1623736034.948 0.000 0.000 0.000 0.000 0.000
1623736035.147 0.000 0.000 0.000 0.000 0.000
1623736035.375 0.000 0.000 0.000 0.000 0.000
1623736035.613 0.000 0.000 0.000 0.000 0.000
1623736035.781 0.000 0.000 0.000 0.000 0.000
1623736035.954 0.000 0.000 0.000 0.000 0.000
1623736036.132 0.000 0.000 0.000 0.000 0.000
1623736036.635 0.000 0.000 0.000 0.000 0.000
1623736036.834 0.000 0.000 0.000 0.000 0.000
1623736037.062 0.000 0.000 0.000 0.000 0.000
1623736037.300 0.000 0.000 0.000 0.000 0.000
1623736037.468 0.000 0.000 0.000 0.000 0.000
1623736037.642 0.000 0.000 0.000 0.000 0.000
1623736037.819 0.000 0.000 0.000 0.000 0.000
1623736038.003 0.000 0.000 0.000 0.000 0.000
1623736038.202 0.000 0.000 0.000 0.000 0.000
1623736038.430 0.000 0.000 0.000 0.000 0.000
1623736038.987 0.000 0.000 0.000 0.000 0.000
1623736039.155 0.000 0.000 0.000 0.000 0.000
1623736039.329 0.000 0.000 0.000 0.000 0.000
1623736039.506 0.000 0.000 0.000 0.000 0.000
1623736039.683 0.000 0.000 0.000 0.000 0.000
1623736039.859 0.000 0.000 0.000 0.000 0.000
1623736040.035 0.000 0.000 0.000 0.000 0.000
1623736040.212 0.000 0.000 0.000 0.000 0.000
1623736040.388 0.000 0.000 0.000 0.000 0.000
1623736040.570 0.000 0.000 0.000 0.000 0.000
1623736041.087 0.000 0.000 0.000 0.000 0.000
1623736041.310 0.000 0.000 0.000 0.000 0.000
1623736041.548 0.000 0.000 0.000 0.000 0.000
1623736041.716 0.000 0.000 0.000 0.000 0.000
1623736041.890 0.000 0.000 0.000 0.000 0.000
1623736042.067 0.000 0.000 0.000 0.000 0.000
1623736042.252 0.000 0.000 0.000 0.000 0.000
1623736042.451 0.000 0.000 0.000 0.000 0.000
1623736042.679 0.000 0.000 0.000 0.000 0.000
1623736042.917 0.000 0.000 0.000 0.000 0.000
1623736043.406 0.000 0.000 0.000 0.000 0.000
1623736043.579 0.000 0.000 0.000 0.000 0.000
1623736043.757 0.000 0.000 0.000 0.000 0.000
1623736043.941 0.000 0.000 0.000 0.000 0.000
1623736044.140 0.000 0.000 0.000 0.000 0.000
1623736044.368 0.000 0.000 0.000 0.000 0.000
1623736045.132 0.000 0.000 0.000 0.000 0.000
1623736045.314 0.000 0.000 0.000 0.000 0.000
1623736045.487 0.000 0.000 0.000 0.000 0.000
