# time, altitude, r1, r2, r3, r4
1623566591.756 0.000 0.000 0.000 0.000 0.000
1623566591.926 0.000 0.000 0.000 0.000 0.000
1623566592.099 0.000 0.000 0.000 0.000 0.000
1623566592.277 0.000 0.000 0.000 0.000 0.000
1623566592.460 0.000 0.000 0.000 0.000 0.000
1623566592.658 0.000 0.000 0.000 0.000 0.000
1623566592.885 0.000 0.000 0.000 0.000 0.000
1623566593.122 0.000 0.000 0.000 0.000 0.000
1623566593.289 0.000 0.000 0.000 0.000 0.000
1623566593.461 0.000 0.000 0.000 0.000 0.000
1623566593.958 0.000 0.000 0.000 0.000 0.000
1623566594.141 0.000 0.000 0.000 0.000 0.000
1623566594.339 0.000 0.000 0.000 0.000 0.000
1623566594.565 0.000 0.000 0.000 0.000 0.000
1623566594.802 0.000 0.000 0.000 0.000 0.000
1623566594.969 0.000 0.000 0.000 0.000 0.000
1623566595.141 0.000 0.000 0.000 0.000 0.000
1623566595.318 0.000 0.000 0.000 0.000 0.000
1623566595.501 0.000 0.000 0.000 0.000 0.000
1623566595.699 0.000 0.000 0.000 0.000 0.000
1623566596.246 0.000 0.000 0.000 0.000 0.000
1623566596.483 0.000 0.000 0.000 0.000 0.000
1623566596.650 0.000 0.000 0.000 0.000 0.000
1623566596.822 0.000 0.000 0.000 0.000 0.000
1623566597.000 0.000 0.000 0.000 0.000 0.000
1623566597.184 0.000 0.000 0.000 0.000 0.000
1623566597.382 0.000 0.000 0.000 0.000 0.000
1623566597.608 0.000 0.000 0.000 0.000 0.000
1623566597.845 0.000 0.000 0.000 0.000 0.000
1623566598.012 0.000 0.000 0.000 0.000 0.000
1623566598.507 0.000 0.000 0.000 0.000 0.000
1623566598.710 0.000 0.000 0.000 0.000 0.000
1623566598.883 0.000 0.000 0.000 0.000 0.000
1623566599.056 0.000 0.000 0.000 0.000 0.000
1623566599.229 0.000 0.000 0.000 0.000 0.000
1623566599.402 0.000 0.000 0.000 0.000 0.000
1623566599.581 0.000 0.000 0.000 0.000 0.000
1623566599.769 0.000 0.000 0.000 0.000 0.000
1623566599.978 0.000 0.000 0.000 0.000 0.000
1623566600.214 0.000 0.000 0.000 0.000 0.000
1623566601.409 0.000 0.000 0.000 0.000 0.000
1623566601.586 0.000 0.000 0.000 0.000 0.000
1623566601.769 0.000 0.000 0.000 0.000 0.000
1623566601.967 0.000 0.000 0.000 0.000 0.000
1623566602.195 0.000 0.000 0.000 0.000 0.000
1623566602.431 0.000 0.000 0.000 0.000 0.000
1623566602.599 0.000 0.000 0.000 0.000 0.000
1623566602.772 0.000 0.000 0.000 0.000 0.000
1623566602.950 0.000 0.000 0.000 0.000 0.000
1623566603.450 0.000 0.000 0.000 0.000 0.000
1623566603.654 5.000 0.000 5.950 4.050 0.000
1623566603.872 4.157 0.000 4.750 4.590 3.130
1623566604.054 0.000 0.000 0.000 0.000 0.000
1623566604.235 0.000 0.000 0.000 0.000 0.000
1623566604.416 0.000 0.000 0.000 0.000 0.000
1623566604.598 0.000 0.000 0.000 0.000 0.000
1623566604.779 0.000 0.000 0.000 0.000 0.000
1623566604.974 0.000 0.000 0.000 0.000 0.000
1623566605.195 0.000 0.000 0.000 0.000 0.000
1623566605.751 0.000 0.000 0.000 0.000 0.000
1623566605.917 0.000 0.000 0.000 0.000 0.000
1623566606.089 0.000 0.000 0.000 0.000 0.000
1623566606.266 0.000 0.000 0.000 0.000 0.000
1623566606.449 0.000 0.000 0.000 0.000 0.000
1623566606.647 0.000 0.000 0.000 0.000 0.000
1623566606.873 0.000 0.000 0.000 0.000 0.000
1623566607.110 0.000 0.000 0.000 0.000 0.000
1623566607.277 0.000 0.000 0.000 0.000 0.000
1623566607.449 0.000 0.000 0.000 0.000 0.000
1623566607.943 0.000 0.000 0.000 0.000 0.000
1623566608.126 0.000 0.000 0.000 0.000 0.000
1623566608.324 0.000 0.000 0.000 0.000 0.000
1623566608.550 0.000 0.000 0.000 0.000 0.000
1623566608.786 0.000 0.000 0.000 0.000 0.000
1623566608.954 0.000 0.000 0.000 0.000 0.000
1623566609.126 0.000 0.000 0.000 0.000 0.000
1623566609.302 0.000 0.000 0.000 0.000 0.000
1623566609.486 0.000 0.000 0.000 0.000 0.000
1623566609.683 0.000 0.000 0.000 0.000 0.000
1623566610.230 0.000 0.000 0.000 0.000 0.000
1623566610.467 0.000 0.000 0.000 0.000 0.000
1623566610.634 0.000 0.000 0.000 0.000 0.000
1623566610.806 0.000 0.000 0.000 0.000 0.000
1623566610.982 0.000 0.000 0.000 0.000 0.000
1623566611.166 0.000 0.000 0.000 0.000 0.000
1623566611.364 0.000 0.000 0.000 0.000 0.000
1623566611.590 0.000 0.000 0.000 0.000 0.000
1623566611.827 0.000 0.000 0.000 0.000 0.000
1623566611.994 0.000 0.000 0.000 0.000 0.000
1623566612.487 0.000 0.000 0.000 0.000 0.000
1623566612.664 0.000 0.000 0.000 0.000 0.000
1623566612.849 0.000 0.000 0.000 0.000 0.000
1623566613.048 0.000 0.000 0.000 0.000 0.000
1623566613.275 0.000 0.000 0.000 0.000 0.000
1623566613.513 0.000 0.000 0.000 0.000 0.000
1623566613.680 0.000 0.000 0.000 0.000 0.000
1623566613.852 0.000 0.000 0.000 0.000 0.000
1623566614.029 0.000 0.000 0.000 0.000 0.000
1623566614.212 0.000 0.000 0.000 0.000 0.000
1623566614.732 0.000 0.000 0.000 0.000 0.000
1623566614.958 0.000 0.000 0.000 0.000 0.000
1623566615.195 0.000 0.000 0.000 0.000 0.000
1623566615.363 0.000 0.000 0.000 0.000 0.000
1623566615.535 0.000 0.000 0.000 0.000 0.000
1623566615.711 0.000 0.000 0.000 0.000 0.000
1623566615.895 0.000 0.000 0.000 0.000 0.000
1623566616.093 0.000 0.000 0.000 0.000 0.000
1623566616.319 0.000 0.000 0.000 0.000 0.000
1623566616.557 0.000 0.000 0.000 0.000 0.000
1623566617.044 0.000 0.000 0.000 0.000 0.000
1623566617.217 0.000 0.000 0.000 0.000 0.000
1623566617.395 0.000 0.000 0.000 0.000 0.000
1623566617.580 0.000 0.000 0.000 0.000 0.000
1623566618.291 0.000 0.000 0.000 0.000 0.000
1623566618.540 0.000 0.000 0.000 0.000 0.000
1623566618.777 0.000 0.000 0.000 0.000 0.000
1623566618.944 0.000 0.000 0.000 0.000 0.000
1623566619.116 0.000 0.000 0.000 0.000 0.000
1623566619.292 0.000 0.000 0.000 0.000 0.000
1623566619.791 0.000 0.000 0.000 0.000 0.000
1623566619.989 0.000 0.000 0.000 0.000 0.000
1623566620.215 0.000 0.000 0.000 0.000 0.000
1623566620.452 0.000 0.000 0.000 0.000 0.000
1623566620.619 0.000 0.000 0.000 0.000 0.000
1623566620.790 0.000 0.000 0.000 0.000 0.000
1623566620.967 0.000 0.000 0.000 0.000 0.000
1623566621.150 0.000 0.000 0.000 0.000 0.000
1623566621.348 0.000 0.000 0.000 0.000 0.000
1623566621.574 0.000 0.000 0.000 0.000 0.000
1623566622.128 0.000 0.000 0.000 0.000 0.000
1623566622.295 0.000 0.000 0.000 0.000 0.000
1623566622.467 0.000 0.000 0.000 0.000 0.000
1623566622.643 0.000 0.000 0.000 0.000 0.000
1623566622.828 0.000 0.000 0.000 0.000 0.000
1623566623.026 0.000 0.000 0.000 0.000 0.000
1623566623.252 0.000 0.000 0.000 0.000 0.000
1623566623.489 0.000 0.000 0.000 0.000 0.000
1623566623.656 0.000 0.000 0.000 0.000 0.000
1623566623.828 0.000 0.000 0.000 0.000 0.000
1623566624.323 0.000 0.000 0.000 0.000 0.000
1623566624.506 0.000 0.000 0.000 0.000 0.000
1623566624.704 0.000 0.000 0.000 0.000 0.000
1623566624.931 0.000 0.000 0.000 0.000 0.000
1623566625.168 0.000 0.000 0.000 0.000 0.000
1623566625.335 0.000 0.000 0.000 0.000 0.000
1623566625.507 0.000 0.000 0.000 0.000 0.000
1623566625.684 0.000 0.000 0.000 0.000 0.000
1623566625.868 0.000 0.000 0.000 0.000 0.000
1623566626.065 0.000 0.000 0.000 0.000 0.000
1623566626.612 0.000 0.000 0.000 0.000 0.000
1623566626.848 0.000 0.000 0.000 0.000 0.000
1623566627.016 0.000 0.000 0.000 0.000 0.000
1623566627.187 0.000 0.000 0.000 0.000 0.000
1623566627.364 0.000 0.000 0.000 0.000 0.000
1623566627.547 0.000 0.000 0.000 0.000 0.000
1623566627.745 0.000 0.000 0.000 0.000 0.000
1623566627.972 0.000 0.000 0.000 0.000 0.000
1623566628.208 0.000 0.000 0.000 0.000 0.000
1623566628.377 0.000 0.000 0.000 0.000 0.000
1623566628.870 0.000 0.000 0.000 0.000 0.000
1623566629.048 0.000 0.000 0.000 0.000 0.000
1623566629.233 0.000 0.000 0.000 0.000 0.000
1623566629.432 0.000 0.000 0.000 0.000 0.000
1623566629.660 0.000 0.000 0.000 0.000 0.000
1623566629.898 0.000 0.000 0.000 0.000 0.000
1623566630.067 0.000 0.000 0.000 0.000 0.000
1623566630.240 0.000 0.000 0.000 0.000 0.000
1623566630.418 0.000 0.000 0.000 0.000 0.000
1623566630.603 0.000 0.000 0.000 0.000 0.000
1623566631.123 0.000 0.000 0.000 0.000 0.000
