# time, altitude, r1, r2, r3, r4
1623642510.416 0.000 0.000 0.000 0.000 0.000
1623642510.584 0.000 0.000 0.000 0.000 0.000
1623642510.757 0.000 0.000 0.000 0.000 0.000
1623642510.956 0.000 0.000 0.000 0.000 0.000
1623642511.124 0.000 0.000 0.000 0.000 0.000
1623642511.292 0.000 0.000 0.000 0.000 0.000
1623642511.459 0.000 0.000 0.000 0.000 0.000
1623642511.627 0.000 0.000 0.000 0.000 0.000
1623642511.800 0.000 0.000 0.000 0.000 0.000
1623642512.000 0.000 0.000 0.000 0.000 0.000
1623642512.487 0.000 0.000 0.000 0.000 0.000
1623642512.656 0.000 0.000 0.000 0.000 0.000
1623642512.825 0.000 0.000 0.000 0.000 0.000
1623642512.995 0.000 0.000 0.000 0.000 0.000
1623642513.168 0.000 0.000 0.000 0.000 0.000
1623642513.371 0.000 0.000 0.000 0.000 0.000
1623642513.543 0.000 0.000 0.000 0.000 0.000
1623642513.715 0.000 0.000 0.000 0.000 0.000
1623642513.887 0.000 0.000 0.000 0.000 0.000
1623642514.059 0.000 0.000 0.000 0.000 0.000
1623642514.549 0.000 0.000 0.000 0.000 0.000
1623642514.731 0.000 0.000 0.000 0.000 0.000
1623642514.928 0.000 0.000 0.000 0.000 0.000
1623642515.151 0.000 0.000 0.000 0.000 0.000
1623642515.389 0.000 0.000 0.000 0.000 0.000
1623642515.556 0.000 0.000 0.000 0.000 0.000
1623642515.730 0.000 0.000 0.000 0.000 0.000
1623642515.907 0.000 0.000 0.000 0.000 0.000
1623642516.092 0.000 0.000 0.000 0.000 0.000
1623642516.290 0.000 0.000 0.000 0.000 0.000
1623642516.837 0.000 0.000 0.000 0.000 0.000
1623642517.074 0.000 0.000 0.000 0.000 0.000
1623642517.242 0.000 0.000 0.000 0.000 0.000
1623642517.415 0.000 0.000 0.000 0.000 0.000
1623642517.592 0.000 0.000 0.000 0.000 0.000
1623642517.776 0.000 0.000 0.000 0.000 0.000
1623642517.974 0.000 0.000 0.000 0.000 0.000
1623642518.201 0.000 0.000 0.000 0.000 0.000
1623642518.438 0.000 0.000 0.000 0.000 0.000
1623642518.606 0.000 0.000 0.000 0.000 0.000
1623642519.100 0.000 0.000 0.000 0.000 0.000
1623642519.301 0.000 0.000 0.000 0.000 0.000
1623642519.470 0.000 0.000 0.000 0.000 0.000
1623642519.640 0.000 0.000 0.000 0.000 0.000
1623642519.810 0.000 0.000 0.000 0.000 0.000
1623642519.979 0.000 0.000 0.000 0.000 0.000
1623642520.153 0.000 0.000 0.000 0.000 0.000
1623642520.353 0.000 0.000 0.000 0.000 0.000
1623642520.523 0.000 0.000 0.000 0.000 0.000
1623642520.692 0.000 0.000 0.000 0.000 0.000
1623642521.184 0.000 0.000 0.000 0.000 0.000
1623642521.354 0.000 0.000 0.000 0.000 0.000
1623642521.527 0.000 0.000 0.000 0.000 0.000
1623642521.729 0.000 0.000 0.000 0.000 0.000
1623642521.899 0.000 0.000 0.000 0.000 0.000
1623642522.069 0.000 0.000 0.000 0.000 0.000
1623642522.238 0.000 0.000 0.000 0.000 0.000
1623642522.409 0.000 0.000 0.000 0.000 0.000
1623642522.584 0.000 0.000 0.000 0.000 0.000
1623642522.764 0.000 0.000 0.000 0.000 0.000
1623642523.277 0.000 0.000 0.000 0.000 0.000
1623642523.487 0.000 0.000 0.000 0.000 0.000
1623642523.725 0.000 0.000 0.000 0.000 0.000
1623642523.892 0.000 0.000 0.000 0.000 0.000
1623642524.805 0.000 0.000 0.000 0.000 0.000
1623642524.975 0.000 0.000 0.000 0.000 0.000
1623642525.146 0.000 0.000 0.000 0.000 0.000
1623642525.316 0.000 0.000 0.000 0.000 0.000
1623642525.487 0.000 0.000 0.000 0.000 0.000
1623642525.979 0.000 0.000 0.000 0.000 0.000
1623642526.161 0.000 0.000 0.000 0.000 0.000
1623642526.353 0.000 0.000 0.000 0.000 0.000
1623642526.568 0.000 0.000 0.000 0.000 0.000
1623642526.806 0.000 0.000 0.000 0.000 0.000
1623642526.973 0.000 0.000 0.000 0.000 0.000
1623642527.146 0.000 0.000 0.000 0.000 0.000
1623642527.347 0.000 0.000 0.000 0.000 0.000
1623642527.516 0.000 0.000 0.000 0.000 0.000
1623642527.686 0.000 0.000 0.000 0.000 0.000
1623642528.173 0.000 0.000 0.000 0.000 0.000
1623642528.343 0.000 0.000 0.000 0.000 0.000
1623642528.516 0.000 0.000 0.000 0.000 0.000
