# time, altitude, r1, r2, r3, r4
1623559951.030 0.000 0.000 0.000 0.000 0.000
1623559951.199 0.000 0.000 0.000 0.000 0.000
1623559951.372 0.000 0.000 0.000 0.000 0.000
1623559951.550 0.000 0.000 0.000 0.000 0.000
1623559951.734 0.000 0.000 0.000 0.000 0.000
1623559951.933 0.000 0.000 0.000 0.000 0.000
1623559952.161 0.000 0.000 0.000 0.000 0.000
1623559952.398 0.000 0.000 0.000 0.000 0.000
1623559952.566 0.000 0.000 0.000 0.000 0.000
1623559952.739 0.000 0.000 0.000 0.000 0.000
1623559953.235 0.000 0.000 0.000 0.000 0.000
1623559953.420 0.000 0.000 0.000 0.000 0.000
1623559953.618 0.000 0.000 0.000 0.000 0.000
1623559953.845 0.000 0.000 0.000 0.000 0.000
1623559954.082 0.000 0.000 0.000 0.000 0.000
1623559954.249 0.000 0.000 0.000 0.000 0.000
1623559954.421 0.000 0.000 0.000 0.000 0.000
1623559954.597 0.000 0.000 0.000 0.000 0.000
1623559954.780 0.000 0.000 0.000 0.000 0.000
1623559954.977 0.000 0.000 0.000 0.000 0.000
1623559955.521 0.000 0.000 0.000 0.000 0.000
1623559955.758 0.000 0.000 0.000 0.000 0.000
1623559955.925 0.000 0.000 0.000 0.000 0.000
1623559956.101 0.000 0.000 0.000 0.000 0.000
1623559956.277 0.000 0.000 0.000 0.000 0.000
1623559956.460 0.000 0.000 0.000 0.000 0.000
1623559956.659 0.000 0.000 0.000 0.000 0.000
1623559956.886 0.000 0.000 0.000 0.000 0.000
1623559957.124 0.000 0.000 0.000 0.000 0.000
1623559957.292 0.000 0.000 0.000 0.000 0.000
1623559957.785 0.000 0.000 0.000 0.000 0.000
1623559957.962 0.000 0.000 0.000 0.000 0.000
1623559958.146 0.000 0.000 0.000 0.000 0.000
1623559958.343 0.000 0.000 0.000 0.000 0.000
1623559958.569 0.000 0.000 0.000 0.000 0.000
1623559958.806 0.000 0.000 0.000 0.000 0.000
1623559958.972 0.000 0.000 0.000 0.000 0.000
1623559959.144 0.000 0.000 0.000 0.000 0.000
1623559959.321 0.000 0.000 0.000 0.000 0.000
1623559959.504 0.000 0.000 0.000 0.000 0.000
1623559960.021 0.000 0.000 0.000 0.000 0.000
1623559960.248 0.000 0.000 0.000 0.000 0.000
1623559960.485 0.000 0.000 0.000 0.000 0.000
1623559960.653 0.000 0.000 0.000 0.000 0.000
1623559960.825 0.000 0.000 0.000 0.000 0.000
1623559961.001 0.000 0.000 0.000 0.000 0.000
1623559961.184 0.000 0.000 0.000 0.000 0.000
1623559961.384 0.000 0.000 0.000 0.000 0.000
1623559961.610 0.000 0.000 0.000 0.000 0.000
1623559961.846 0.000 0.000 0.000 0.000 0.000
1623559962.334 0.000 0.000 0.000 0.000 0.000
1623559962.506 0.000 0.000 0.000 0.000 0.000
1623559962.682 0.000 0.000 0.000 0.000 0.000
1623559962.865 0.000 0.000 0.000 0.000 0.000
1623559963.064 0.000 0.000 0.000 0.000 0.000
1623559963.291 0.000 0.000 0.000 0.000 0.000
1623559963.529 0.000 0.000 0.000 0.000 0.000
1623559963.697 0.000 0.000 0.000 0.000 0.000
1623559963.870 0.000 0.000 0.000 0.000 0.000
1623559964.047 0.000 0.000 0.000 0.000 0.000
1623559964.554 0.000 0.000 0.000 0.000 0.000
1623559964.753 0.000 0.000 0.000 0.000 0.000
1623559964.981 0.000 0.000 0.000 0.000 0.000
1623559965.219 0.000 0.000 0.000 0.000 0.000
1623559965.387 0.000 0.000 0.000 0.000 0.000
1623559965.561 0.000 0.000 0.000 0.000 0.000
1623559965.738 0.000 0.000 0.000 0.000 0.000
1623559965.923 0.000 0.000 0.000 0.000 0.000
1623559966.122 0.000 0.000 0.000 0.000 0.000
1623559966.349 0.000 0.000 0.000 0.000 0.000
1623559966.910 0.000 0.000 0.000 0.000 0.000
1623559967.624 0.000 0.000 0.000 0.000 0.000
1623559967.810 0.000 0.000 0.000 0.000 0.000
1623559967.987 0.000 0.000 0.000 0.000 0.000
1623559968.172 0.000 0.000 0.000 0.000 0.000
1623559968.371 0.000 0.000 0.000 0.000 0.000
1623559968.598 0.000 0.000 0.000 0.000 0.000
1623559968.836 0.000 0.000 0.000 0.000 0.000
1623559969.004 0.000 0.000 0.000 0.000 0.000
1623559969.177 0.000 0.000 0.000 0.000 0.000
1623559969.672 0.000 0.000 0.000 0.000 0.000
1623559969.857 0.000 0.000 0.000 0.000 0.000
1623559970.055 0.000 0.000 0.000 0.000 0.000
1623559970.282 0.000 0.000 0.000 0.000 0.000
1623559970.520 0.000 0.000 0.000 0.000 0.000
1623559970.688 0.000 0.000 0.000 0.000 0.000
1623559970.861 0.000 0.000 0.000 0.000 0.000
1623559971.039 0.000 0.000 0.000 0.000 0.000
1623559971.223 0.000 0.000 0.000 0.000 0.000
1623559971.422 0.000 0.000 0.000 0.000 0.000
1623559971.971 0.000 0.000 0.000 0.000 0.000
1623559972.209 0.000 0.000 0.000 0.000 0.000
1623559972.377 0.000 0.000 0.000 0.000 0.000
1623559972.550 0.000 0.000 0.000 0.000 0.000
1623559972.727 0.000 0.000 0.000 0.000 0.000
1623559972.911 0.000 0.000 0.000 0.000 0.000
1623559973.426 0.000 0.000 0.000 0.000 0.000
1623559973.653 0.000 0.000 0.000 0.000 0.000
1623559973.891 0.000 0.000 0.000 0.000 0.000
1623559974.059 0.000 0.000 0.000 0.000 0.000
1623559974.551 0.000 0.000 0.000 0.000 0.000
1623559974.728 0.000 0.000 0.000 0.000 0.000
1623559974.912 0.000 0.000 0.000 0.000 0.000
1623559975.110 0.000 0.000 0.000 0.000 0.000
1623559975.338 0.000 0.000 0.000 0.000 0.000
1623559975.575 0.000 0.000 0.000 0.000 0.000
1623559975.744 0.000 0.000 0.000 0.000 0.000
1623559975.916 0.000 0.000 0.000 0.000 0.000
1623559976.094 0.000 0.000 0.000 0.000 0.000
1623559976.278 0.000 0.000 0.000 0.000 0.000
1623559976.798 0.000 0.000 0.000 0.000 0.000
1623559977.028 0.000 0.000 0.000 0.000 0.000
1623559977.265 0.000 0.000 0.000 0.000 0.000
1623559977.433 0.000 0.000 0.000 0.000 0.000
1623559977.607 0.000 0.000 0.000 0.000 0.000
1623559977.784 0.000 0.000 0.000 0.000 0.000
1623559977.969 0.000 0.000 0.000 0.000 0.000
1623559978.168 0.000 0.000 0.000 0.000 0.000
1623559978.395 0.000 0.000 0.000 0.000 0.000
1623559978.633 0.000 0.000 0.000 0.000 0.000
1623559979.122 0.000 0.000 0.000 0.000 0.000
1623559979.295 0.000 0.000 0.000 0.000 0.000
1623559979.472 0.000 0.000 0.000 0.000 0.000
1623559979.656 0.000 0.000 0.000 0.000 0.000
1623559979.855 0.000 0.000 0.000 0.000 0.000
1623559980.082 0.000 0.000 0.000 0.000 0.000
1623559980.319 0.000 0.000 0.000 0.000 0.000
1623559980.487 0.000 0.000 0.000 0.000 0.000
1623559980.659 0.000 0.000 0.000 0.000 0.000
1623559980.836 0.000 0.000 0.000 0.000 0.000
