# time, altitude, r1, r2, r3, r4
1623810783.619 0.000 0.000 0.000 0.000 0.000
1623810783.788 0.000 0.000 0.000 0.000 0.000
1623810783.960 0.000 0.000 0.000 0.000 0.000
1623810784.251 1.913 2.450 2.230 1.060 0.000
1623810784.439 0.000 0.000 0.000 0.000 0.000
1623810784.641 0.000 0.000 0.000 0.000 0.000
1623810784.813 0.000 0.000 0.000 0.000 0.000
1623810784.985 0.000 0.000 0.000 0.000 0.000
1623810785.157 0.000 0.000 0.000 0.000 0.000
1623810785.329 0.000 0.000 0.000 0.000 0.000
1623810785.823 0.000 0.000 0.000 0.000 0.000
1623810786.005 0.000 0.000 0.000 0.000 0.000
1623810786.202 0.000 0.000 0.000 0.000 0.000
1623810786.427 0.000 0.000 0.000 0.000 0.000
1623810786.664 0.000 0.000 0.000 0.000 0.000
1623810786.831 0.000 0.000 0.000 0.000 0.000
1623810787.003 0.000 0.000 0.000 0.000 0.000
1623810787.206 0.000 0.000 0.000 0.000 0.000
1623810787.381 0.000 0.000 0.000 0.000 0.000
1623810787.576 0.940 0.970 0.000 0.000 0.910
1623810788.101 0.000 0.000 0.000 0.000 0.000
1623810788.272 0.000 0.000 0.000 0.000 0.000
1623810788.444 0.000 0.000 0.000 0.000 0.000
1623810788.616 0.000 0.000 0.000 0.000 0.000
1623810788.787 0.000 0.000 0.000 0.000 0.000
1623810789.490 0.000 0.000 0.000 0.000 0.000
1623810789.706 0.000 0.000 0.000 0.000 0.000
1623810789.878 0.000 0.000 0.000 0.000 0.000
1623810790.051 0.000 0.000 0.000 0.000 0.000
1623810790.223 0.000 0.000 0.000 0.000 0.000
1623810790.711 0.000 0.000 0.000 0.000 0.000
1623810790.887 0.000 0.000 0.000 0.000 0.000
1623810791.069 0.000 0.000 0.000 0.000 0.000
1623810791.264 0.000 0.000 0.000 0.000 0.000
1623810791.484 0.000 0.000 0.000 0.000 0.000
1623810791.722 0.000 0.000 0.000 0.000 0.000
1623810791.890 0.000 0.000 0.000 0.000 0.000
1623810792.063 0.000 0.000 0.000 0.000 0.000
1623810792.306 1.177 0.000 1.230 0.770 1.530
1623810792.547 1.213 1.860 1.070 0.760 1.160
1623810793.067 0.000 0.000 0.000 0.000 0.000
1623810793.242 0.000 0.000 0.000 0.000 0.000
1623810793.417 0.000 0.000 0.000 0.000 0.000
1623810793.591 0.000 0.000 0.000 0.000 0.000
1623810793.766 0.000 0.000 0.000 0.000 0.000
1623810793.945 0.000 0.000 0.000 0.000 0.000
1623810794.134 0.000 0.000 0.000 0.000 0.000
1623810794.339 0.000 0.000 0.000 0.000 0.000
1623810794.577 0.000 0.000 0.000 0.000 0.000
