# time, altitude, r1, r2, r3, r4
1623709614.527 0.000 0.000 0.000 0.000 0.000
1623709614.694 0.000 0.000 0.000 0.000 0.000
1623709614.866 0.000 0.000 0.000 0.000 0.000
1623709615.043 0.000 0.000 0.000 0.000 0.000
1623709615.227 0.000 0.000 0.000 0.000 0.000
1623709615.425 0.000 0.000 0.000 0.000 0.000
1623709615.653 0.000 0.000 0.000 0.000 0.000
1623709615.891 0.000 0.000 0.000 0.000 0.000
1623709616.059 0.000 0.000 0.000 0.000 0.000
1623709616.231 0.000 0.000 0.000 0.000 0.000
1623709616.729 0.000 0.000 0.000 0.000 0.000
1623709616.912 0.000 0.000 0.000 0.000 0.000
1623709617.111 0.000 0.000 0.000 0.000 0.000
1623709617.339 0.000 0.000 0.000 0.000 0.000
1623709617.576 0.000 0.000 0.000 0.000 0.000
1623709617.743 0.000 0.000 0.000 0.000 0.000
1623709617.914 0.000 0.000 0.000 0.000 0.000
1623709618.090 0.000 0.000 0.000 0.000 0.000
1623709618.273 0.000 0.000 0.000 0.000 0.000
1623709618.470 0.000 0.000 0.000 0.000 0.000
1623709619.016 0.000 0.000 0.000 0.000 0.000
1623709619.252 0.000 0.000 0.000 0.000 0.000
1623709619.419 0.000 0.000 0.000 0.000 0.000
1623709619.590 0.000 0.000 0.000 0.000 0.000
1623709619.767 0.000 0.000 0.000 0.000 0.000
1623709619.950 0.000 0.000 0.000 0.000 0.000
1623709620.147 0.000 0.000 0.000 0.000 0.000
1623709620.374 0.000 0.000 0.000 0.000 0.000
1623709620.610 0.000 0.000 0.000 0.000 0.000
1623709620.776 0.000 0.000 0.000 0.000 0.000
1623709621.266 0.000 0.000 0.000 0.000 0.000
1623709621.441 0.000 0.000 0.000 0.000 0.000
1623709621.624 0.000 0.000 0.000 0.000 0.000
1623709621.821 0.000 0.000 0.000 0.000 0.000
1623709622.048 0.000 0.000 0.000 0.000 0.000
1623709622.284 0.000 0.000 0.000 0.000 0.000
1623709622.451 0.000 0.000 0.000 0.000 0.000
1623709623.165 0.000 0.000 0.000 0.000 0.000
1623709623.353 0.000 0.000 0.000 0.000 0.000
1623709623.536 0.000 0.000 0.000 0.000 0.000
1623709624.048 0.000 0.000 0.000 0.000 0.000
1623709624.274 0.000 0.000 0.000 0.000 0.000
1623709624.510 0.000 0.000 0.000 0.000 0.000
1623709624.677 0.000 0.000 0.000 0.000 0.000
1623709624.850 0.000 0.000 0.000 0.000 0.000
1623709625.025 0.000 0.000 0.000 0.000 0.000
1623709625.208 0.000 0.000 0.000 0.000 0.000
1623709625.405 0.000 0.000 0.000 0.000 0.000
1623709625.632 0.000 0.000 0.000 0.000 0.000
1623709625.868 0.000 0.000 0.000 0.000 0.000
1623709626.350 0.000 0.000 0.000 0.000 0.000
1623709626.521 0.000 0.000 0.000 0.000 0.000
1623709626.697 0.000 0.000 0.000 0.000 0.000
1623709626.879 0.000 0.000 0.000 0.000 0.000
1623709627.076 0.000 0.000 0.000 0.000 0.000
1623709627.302 0.000 0.000 0.000 0.000 0.000
1623709627.539 0.000 0.000 0.000 0.000 0.000
1623709627.705 0.000 0.000 0.000 0.000 0.000
1623709627.877 0.000 0.000 0.000 0.000 0.000
1623709628.052 0.000 0.000 0.000 0.000 0.000
1623709628.552 0.000 0.000 0.000 0.000 0.000
1623709628.749 0.000 0.000 0.000 0.000 0.000
1623709628.975 0.000 0.000 0.000 0.000 0.000
1623709629.211 0.000 0.000 0.000 0.000 0.000
1623709629.377 0.000 0.000 0.000 0.000 0.000
1623709629.549 0.000 0.000 0.000 0.000 0.000
1623709629.725 0.000 0.000 0.000 0.000 0.000
1623709629.909 0.000 0.000 0.000 0.000 0.000
1623709630.106 0.000 0.000 0.000 0.000 0.000
1623709630.332 0.000 0.000 0.000 0.000 0.000
1623709630.886 0.000 0.000 0.000 0.000 0.000
1623709631.052 0.000 0.000 0.000 0.000 0.000
1623709631.223 0.000 0.000 0.000 0.000 0.000
1623709631.399 0.000 0.000 0.000 0.000 0.000
1623709631.581 0.000 0.000 0.000 0.000 0.000
1623709631.778 0.000 0.000 0.000 0.000 0.000
1623709632.004 0.000 0.000 0.000 0.000 0.000
1623709632.240 0.000 0.000 0.000 0.000 0.000
1623709632.407 0.000 0.000 0.000 0.000 0.000
1623709632.578 0.000 0.000 0.000 0.000 0.000
1623709633.073 0.000 0.000 0.000 0.000 0.000
1623709633.257 0.000 0.000 0.000 0.000 0.000
1623709633.455 0.000 0.000 0.000 0.000 0.000
1623709633.682 0.000 0.000 0.000 0.000 0.000
1623709633.919 0.000 0.000 0.000 0.000 0.000
1623709634.085 0.000 0.000 0.000 0.000 0.000
1623709634.256 0.000 0.000 0.000 0.000 0.000
1623709634.432 0.000 0.000 0.000 0.000 0.000
1623709634.615 0.000 0.000 0.000 0.000 0.000
1623709634.812 0.000 0.000 0.000 0.000 0.000
1623709635.358 0.000 0.000 0.000 0.000 0.000
1623709635.594 0.000 0.000 0.000 0.000 0.000
1623709635.761 0.000 0.000 0.000 0.000 0.000
1623709635.933 0.000 0.000 0.000 0.000 0.000
1623709636.109 0.000 0.000 0.000 0.000 0.000
1623709636.291 0.000 0.000 0.000 0.000 0.000
1623709636.488 0.000 0.000 0.000 0.000 0.000
1623709636.714 0.000 0.000 0.000 0.000 0.000
1623709636.950 0.000 0.000 0.000 0.000 0.000
1623709637.117 0.000 0.000 0.000 0.000 0.000
1623709637.609 0.000 0.000 0.000 0.000 0.000
1623709637.785 0.000 0.000 0.000 0.000 0.000
1623709637.969 0.000 0.000 0.000 0.000 0.000
1623709638.167 0.000 0.000 0.000 0.000 0.000
1623709638.394 0.000 0.000 0.000 0.000 0.000
1623709638.632 0.000 0.000 0.000 0.000 0.000
1623709638.800 0.000 0.000 0.000 0.000 0.000
1623709638.972 0.000 0.000 0.000 0.000 0.000
1623709639.149 0.000 0.000 0.000 0.000 0.000
1623709639.333 0.000 0.000 0.000 0.000 0.000
1623709639.850 0.000 0.000 0.000 0.000 0.000
1623709640.673 0.000 0.000 0.000 0.000 0.000
1623709640.869 0.000 0.000 0.000 0.000 0.000
1623709641.035 0.000 0.000 0.000 0.000 0.000
1623709641.207 0.000 0.000 0.000 0.000 0.000
1623709641.382 0.000 0.000 0.000 0.000 0.000
1623709641.565 0.000 0.000 0.000 0.000 0.000
1623709641.762 0.000 0.000 0.000 0.000 0.000
1623709641.987 0.000 0.000 0.000 0.000 0.000
1623709642.540 0.000 0.000 0.000 0.000 0.000
1623709642.707 0.000 0.000 0.000 0.000 0.000
1623709642.878 0.000 0.000 0.000 0.000 0.000
1623709643.053 0.000 0.000 0.000 0.000 0.000
1623709643.236 0.000 0.000 0.000 0.000 0.000
1623709643.433 0.000 0.000 0.000 0.000 0.000
1623709643.659 0.000 0.000 0.000 0.000 0.000
1623709643.895 0.000 0.000 0.000 0.000 0.000
1623709644.062 0.000 0.000 0.000 0.000 0.000
1623709644.233 0.000 0.000 0.000 0.000 0.000
1623709644.725 0.000 0.000 0.000 0.000 0.000
1623709644.907 0.000 0.000 0.000 0.000 0.000
1623709645.106 0.000 0.000 0.000 0.000 0.000
1623709645.332 0.000 0.000 0.000 0.000 0.000
1623709645.568 0.000 0.000 0.000 0.000 0.000
1623709645.734 0.000 0.000 0.000 0.000 0.000
1623709645.905 0.000 0.000 0.000 0.000 0.000
1623709646.081 0.000 0.000 0.000 0.000 0.000
1623709646.264 0.000 0.000 0.000 0.000 0.000
1623709646.461 0.000 0.000 0.000 0.000 0.000
1623709647.005 0.000 0.000 0.000 0.000 0.000
1623709647.241 0.000 0.000 0.000 0.000 0.000
1623709647.407 0.000 0.000 0.000 0.000 0.000
1623709647.579 0.000 0.000 0.000 0.000 0.000
1623709647.754 0.000 0.000 0.000 0.000 0.000
1623709647.937 0.000 0.000 0.000 0.000 0.000
1623709648.134 0.000 0.000 0.000 0.000 0.000
1623709648.359 0.000 0.000 0.000 0.000 0.000
1623709648.595 0.000 0.000 0.000 0.000 0.000
1623709648.762 0.000 0.000 0.000 0.000 0.000
1623709649.252 0.000 0.000 0.000 0.000 0.000
1623709649.429 0.000 0.000 0.000 0.000 0.000
1623709649.613 0.000 0.000 0.000 0.000 0.000
1623709649.812 0.000 0.000 0.000 0.000 0.000
1623709650.039 0.000 0.000 0.000 0.000 0.000
1623709650.276 0.000 0.000 0.000 0.000 0.000
1623709650.444 0.000 0.000 0.000 0.000 0.000
1623709650.616 0.000 0.000 0.000 0.000 0.000
1623709650.794 0.000 0.000 0.000 0.000 0.000
1623709650.978 0.000 0.000 0.000 0.000 0.000
1623709651.496 0.000 0.000 0.000 0.000 0.000
1623709651.721 0.000 0.000 0.000 0.000 0.000
1623709651.958 0.000 0.000 0.000 0.000 0.000
1623709652.124 0.000 0.000 0.000 0.000 0.000
1623709652.296 0.000 0.000 0.000 0.000 0.000
1623709652.471 0.000 0.000 0.000 0.000 0.000
