# time, altitude, r1, r2, r3, r4
1623652067.152 0.000 0.000 0.000 0.000 0.000
1623652067.320 0.000 0.000 0.000 0.000 0.000
1623652067.492 0.000 0.000 0.000 0.000 0.000
1623652067.696 0.000 0.000 0.000 0.000 0.000
1623652067.868 0.000 0.000 0.000 0.000 0.000
1623652068.041 0.000 0.000 0.000 0.000 0.000
1623652068.233 1.330 1.190 1.780 0.000 1.020
1623652068.437 0.000 0.000 0.000 0.000 0.000
1623652068.610 0.000 0.000 0.000 0.000 0.000
1623652068.783 0.000 0.000 0.000 0.000 0.000
1623652069.277 0.000 0.000 0.000 0.000 0.000
1623652069.465 1.210 0.000 1.130 0.000 1.290
1623652069.668 0.000 0.000 0.000 0.000 0.000
1623652069.841 0.000 0.000 0.000 0.000 0.000
1623652070.015 0.000 0.000 0.000 0.000 0.000
1623652070.187 0.000 0.000 0.000 0.000 0.000
1623652070.360 0.000 0.000 0.000 0.000 0.000
1623652070.538 0.000 0.000 0.000 0.000 0.000
1623652070.727 0.000 0.000 0.000 0.000 0.000
1623652070.935 0.000 0.000 0.000 0.000 0.000
1623652071.492 0.000 0.000 0.000 0.000 0.000
1623652071.660 0.000 0.000 0.000 0.000 0.000
1623652071.832 0.000 0.000 0.000 0.000 0.000
1623652072.008 0.000 0.000 0.000 0.000 0.000
1623652072.192 0.000 0.000 0.000 0.000 0.000
1623652072.391 0.000 0.000 0.000 0.000 0.000
1623652072.618 0.000 0.000 0.000 0.000 0.000
1623652072.855 0.000 0.000 0.000 0.000 0.000
1623652073.022 0.000 0.000 0.000 0.000 0.000
1623652073.194 0.000 0.000 0.000 0.000 0.000
1623652073.692 0.000 0.000 0.000 0.000 0.000
1623652073.876 0.000 0.000 0.000 0.000 0.000
1623652074.074 0.000 0.000 0.000 0.000 0.000
1623652074.300 0.000 0.000 0.000 0.000 0.000
1623652074.537 0.000 0.000 0.000 0.000 0.000
1623652074.704 0.000 0.000 0.000 0.000 0.000
1623652074.877 0.000 0.000 0.000 0.000 0.000
1623652075.054 0.000 0.000 0.000 0.000 0.000
1623652075.239 0.000 0.000 0.000 0.000 0.000
1623652075.437 0.000 0.000 0.000 0.000 0.000
1623652075.986 0.000 0.000 0.000 0.000 0.000
1623652076.762 0.000 0.000 0.000 0.000 0.000
1623652076.942 0.000 0.000 0.000 0.000 0.000
1623652077.114 0.000 0.000 0.000 0.000 0.000
1623652077.291 0.000 0.000 0.000 0.000 0.000
1623652077.476 0.000 0.000 0.000 0.000 0.000
1623652077.673 0.000 0.000 0.000 0.000 0.000
1623652077.899 0.000 0.000 0.000 0.000 0.000
1623652078.136 0.000 0.000 0.000 0.000 0.000
1623652078.303 0.000 0.000 0.000 0.000 0.000
1623652078.793 0.000 0.000 0.000 0.000 0.000
1623652078.969 0.000 0.000 0.000 0.000 0.000
1623652079.153 0.000 0.000 0.000 0.000 0.000
1623652079.351 0.000 0.000 0.000 0.000 0.000
1623652079.577 0.000 0.000 0.000 0.000 0.000
1623652079.814 0.000 0.000 0.000 0.000 0.000
1623652079.981 0.000 0.000 0.000 0.000 0.000
1623652080.154 0.000 0.000 0.000 0.000 0.000
1623652080.330 0.000 0.000 0.000 0.000 0.000
1623652080.514 0.000 0.000 0.000 0.000 0.000
1623652081.068 0.000 0.000 0.000 0.000 0.000
1623652081.295 0.000 0.000 0.000 0.000 0.000
1623652081.531 0.000 0.000 0.000 0.000 0.000
1623652083.372 0.000 0.000 0.000 0.000 0.000
1623652083.548 0.000 0.000 0.000 0.000 0.000
1623652083.732 0.000 0.000 0.000 0.000 0.000
1623652083.929 0.000 0.000 0.000 0.000 0.000
1623652084.156 0.000 0.000 0.000 0.000 0.000
1623652084.393 0.000 0.000 0.000 0.000 0.000
1623652084.879 0.000 0.000 0.000 0.000 0.000
1623652085.050 0.000 0.000 0.000 0.000 0.000
1623652085.227 0.000 0.000 0.000 0.000 0.000
1623652085.410 0.000 0.000 0.000 0.000 0.000
1623652085.608 0.000 0.000 0.000 0.000 0.000
1623652085.834 0.000 0.000 0.000 0.000 0.000
1623652086.071 0.000 0.000 0.000 0.000 0.000
1623652086.238 0.000 0.000 0.000 0.000 0.000
1623652086.410 0.000 0.000 0.000 0.000 0.000
1623652086.587 0.000 0.000 0.000 0.000 0.000
1623652087.090 0.000 0.000 0.000 0.000 0.000
1623652087.288 0.000 0.000 0.000 0.000 0.000
1623652087.514 0.000 0.000 0.000 0.000 0.000
1623652087.751 0.000 0.000 0.000 0.000 0.000
1623652087.918 0.000 0.000 0.000 0.000 0.000
1623652088.090 0.000 0.000 0.000 0.000 0.000
1623652088.266 0.000 0.000 0.000 0.000 0.000
1623652088.450 0.000 0.000 0.000 0.000 0.000
1623652088.647 0.000 0.000 0.000 0.000 0.000
1623652088.874 0.000 0.000 0.000 0.000 0.000
1623652089.430 0.000 0.000 0.000 0.000 0.000
1623652089.597 0.000 0.000 0.000 0.000 0.000
1623652089.769 0.000 0.000 0.000 0.000 0.000
1623652089.945 0.000 0.000 0.000 0.000 0.000
1623652090.128 0.000 0.000 0.000 0.000 0.000
1623652090.326 0.000 0.000 0.000 0.000 0.000
1623652090.553 0.000 0.000 0.000 0.000 0.000
1623652090.789 0.000 0.000 0.000 0.000 0.000
1623652090.957 0.000 0.000 0.000 0.000 0.000
1623652091.128 0.000 0.000 0.000 0.000 0.000
1623652091.626 0.000 0.000 0.000 0.000 0.000
1623652091.810 0.000 0.000 0.000 0.000 0.000
1623652092.008 0.000 0.000 0.000 0.000 0.000
1623652092.234 0.000 0.000 0.000 0.000 0.000
1623652092.471 0.000 0.000 0.000 0.000 0.000
1623652092.639 0.000 0.000 0.000 0.000 0.000
1623652092.811 0.000 0.000 0.000 0.000 0.000
1623652092.987 0.000 0.000 0.000 0.000 0.000
1623652093.171 0.000 0.000 0.000 0.000 0.000
1623652093.369 0.000 0.000 0.000 0.000 0.000
1623652093.917 0.000 0.000 0.000 0.000 0.000
1623652094.154 0.000 0.000 0.000 0.000 0.000
1623652094.321 0.000 0.000 0.000 0.000 0.000
1623652094.493 0.000 0.000 0.000 0.000 0.000
1623652094.670 0.000 0.000 0.000 0.000 0.000
1623652094.853 0.000 0.000 0.000 0.000 0.000
1623652095.814 0.000 0.000 0.000 0.000 0.000
1623652096.051 0.000 0.000 0.000 0.000 0.000
1623652096.218 0.000 0.000 0.000 0.000 0.000
1623652096.706 0.000 0.000 0.000 0.000 0.000
1623652096.884 0.000 0.000 0.000 0.000 0.000
1623652097.069 0.000 0.000 0.000 0.000 0.000
1623652097.268 0.000 0.000 0.000 0.000 0.000
1623652097.495 0.000 0.000 0.000 0.000 0.000
1623652097.733 0.000 0.000 0.000 0.000 0.000
1623652097.902 0.000 0.000 0.000 0.000 0.000
1623652098.075 0.000 0.000 0.000 0.000 0.000
1623652098.253 0.000 0.000 0.000 0.000 0.000
1623652098.444 0.000 0.000 0.000 0.000 0.000
1623652098.960 0.000 0.000 0.000 0.000 0.000
1623652099.187 0.000 0.000 0.000 0.000 0.000
1623652099.424 0.000 0.000 0.000 0.000 0.000
1623652099.591 0.000 0.000 0.000 0.000 0.000
1623652099.764 0.000 0.000 0.000 0.000 0.000
1623652099.940 0.000 0.000 0.000 0.000 0.000
1623652100.124 0.000 0.000 0.000 0.000 0.000
1623652100.321 0.000 0.000 0.000 0.000 0.000
1623652100.549 0.000 0.000 0.000 0.000 0.000
1623652100.787 0.000 0.000 0.000 0.000 0.000
1623652101.275 0.000 0.000 0.000 0.000 0.000
1623652101.448 0.000 0.000 0.000 0.000 0.000
1623652101.625 0.000 0.000 0.000 0.000 0.000
1623652101.811 0.000 0.000 0.000 0.000 0.000
1623652102.010 0.000 0.000 0.000 0.000 0.000
1623652102.238 0.000 0.000 0.000 0.000 0.000
1623652102.476 0.000 0.000 0.000 0.000 0.000
1623652102.644 0.000 0.000 0.000 0.000 0.000
1623652102.818 0.000 0.000 0.000 0.000 0.000
1623652102.996 0.000 0.000 0.000 0.000 0.000
1623652103.502 0.000 0.000 0.000 0.000 0.000
1623652103.701 0.000 0.000 0.000 0.000 0.000
1623652103.929 0.000 0.000 0.000 0.000 0.000
1623652104.167 0.000 0.000 0.000 0.000 0.000
1623652104.335 0.000 0.000 0.000 0.000 0.000
1623652104.509 0.000 0.000 0.000 0.000 0.000
1623652104.686 0.000 0.000 0.000 0.000 0.000
1623652104.871 0.000 0.000 0.000 0.000 0.000
1623652105.070 0.000 0.000 0.000 0.000 0.000
1623652105.298 0.000 0.000 0.000 0.000 0.000
1623652105.857 0.000 0.000 0.000 0.000 0.000
1623652106.026 0.000 0.000 0.000 0.000 0.000
1623652106.199 0.000 0.000 0.000 0.000 0.000
1623652106.377 0.000 0.000 0.000 0.000 0.000
1623652106.562 0.000 0.000 0.000 0.000 0.000
1623652106.761 0.000 0.000 0.000 0.000 0.000
1623652106.989 0.000 0.000 0.000 0.000 0.000
1623652107.227 0.000 0.000 0.000 0.000 0.000
1623652107.396 0.000 0.000 0.000 0.000 0.000
1623652107.569 0.000 0.000 0.000 0.000 0.000
1623652108.070 0.000 0.000 0.000 0.000 0.000
1623652108.255 0.000 0.000 0.000 0.000 0.000
1623652108.454 0.000 0.000 0.000 0.000 0.000
1623652108.682 0.000 0.000 0.000 0.000 0.000
1623652108.920 0.000 0.000 0.000 0.000 0.000
1623652109.088 0.000 0.000 0.000 0.000 0.000
1623652109.262 0.000 0.000 0.000 0.000 0.000
1623652109.439 0.000 0.000 0.000 0.000 0.000
1623652109.624 0.000 0.000 0.000 0.000 0.000
1623652109.823 0.000 0.000 0.000 0.000 0.000
1623652110.373 0.000 0.000 0.000 0.000 0.000
1623652110.611 0.000 0.000 0.000 0.000 0.000
1623652110.779 0.000 0.000 0.000 0.000 0.000
1623652110.952 0.000 0.000 0.000 0.000 0.000
1623652111.129 0.000 0.000 0.000 0.000 0.000
1623652111.314 0.000 0.000 0.000 0.000 0.000
1623652111.513 0.000 0.000 0.000 0.000 0.000
1623652111.740 0.000 0.000 0.000 0.000 0.000
1623652111.978 0.000 0.000 0.000 0.000 0.000
1623652112.146 0.000 0.000 0.000 0.000 0.000
1623652113.174 0.000 0.000 0.000 0.000 0.000
1623652113.351 0.000 0.000 0.000 0.000 0.000
1623652113.535 0.000 0.000 0.000 0.000 0.000
1623652113.734 0.000 0.000 0.000 0.000 0.000
1623652113.961 0.000 0.000 0.000 0.000 0.000
1623652114.199 0.000 0.000 0.000 0.000 0.000
1623652114.367 0.000 0.000 0.000 0.000 0.000
1623652114.540 0.000 0.000 0.000 0.000 0.000
1623652114.717 0.000 0.000 0.000 0.000 0.000
1623652114.901 0.000 0.000 0.000 0.000 0.000
1623652115.415 0.000 0.000 0.000 0.000 0.000
1623652115.643 0.000 0.000 0.000 0.000 0.000
1623652115.880 0.000 0.000 0.000 0.000 0.000
1623652116.048 0.000 0.000 0.000 0.000 0.000
1623652116.221 0.000 0.000 0.000 0.000 0.000
1623652116.398 0.000 0.000 0.000 0.000 0.000
1623652116.583 0.000 0.000 0.000 0.000 0.000
1623652116.782 0.000 0.000 0.000 0.000 0.000
1623652117.009 0.000 0.000 0.000 0.000 0.000
1623652117.247 0.000 0.000 0.000 0.000 0.000
1623652117.734 0.000 0.000 0.000 0.000 0.000
1623652117.907 0.000 0.000 0.000 0.000 0.000
1623652118.084 0.000 0.000 0.000 0.000 0.000
1623652118.269 0.000 0.000 0.000 0.000 0.000
1623652118.467 0.000 0.000 0.000 0.000 0.000
1623652118.695 0.000 0.000 0.000 0.000 0.000
1623652118.932 0.000 0.000 0.000 0.000 0.000
1623652119.101 0.000 0.000 0.000 0.000 0.000
1623652119.273 0.000 0.000 0.000 0.000 0.000
1623652119.451 0.000 0.000 0.000 0.000 0.000
1623652119.954 0.000 0.000 0.000 0.000 0.000
1623652120.153 0.000 0.000 0.000 0.000 0.000
1623652120.380 0.000 0.000 0.000 0.000 0.000
1623652120.618 0.000 0.000 0.000 0.000 0.000
1623652120.786 0.000 0.000 0.000 0.000 0.000
1623652120.958 0.000 0.000 0.000 0.000 0.000
1623652121.136 0.000 0.000 0.000 0.000 0.000
1623652121.319 0.000 0.000 0.000 0.000 0.000
1623652121.516 0.000 0.000 0.000 0.000 0.000
1623652121.742 0.000 0.000 0.000 0.000 0.000
1623652122.296 0.000 0.000 0.000 0.000 0.000
1623652122.463 0.000 0.000 0.000 0.000 0.000
1623652122.634 0.000 0.000 0.000 0.000 0.000
1623652122.810 0.000 0.000 0.000 0.000 0.000
1623652122.994 0.000 0.000 0.000 0.000 0.000
1623652123.191 0.000 0.000 0.000 0.000 0.000
1623652123.418 0.000 0.000 0.000 0.000 0.000
1623652123.654 0.000 0.000 0.000 0.000 0.000
1623652123.821 0.000 0.000 0.000 0.000 0.000
1623652123.992 0.000 0.000 0.000 0.000 0.000
