# time, north, east, depth, roll, pitch, yaw, vnorth, veast, vup, altitude
1623885497.946 63.161 1139.906 3.907 -1.284 -3.241 242.989 0.000 0.000 -0.005 4.680
1623885498.946 63.561 1140.063 4.234 1.200 -1.467 254.282 0.000 -0.000 -0.005 2.513
1623885499.146 64.038 1140.332 4.234 1.413 -0.328 255.629 0.006 0.003 -0.002 2.760
1623885500.346 64.313 1140.527 4.619 -3.504 6.400 253.831 0.000 0.001 -0.008 2.690
1623885504.546 64.314 1140.527 5.607 -2.920 3.498 251.512 -0.000 0.000 -0.001 0.899
1623885504.746 64.314 1140.527 5.607 -2.920 3.498 251.512 -0.000 0.000 -0.001 0.720
1623885504.946 64.315 1140.526 5.840 -3.054 3.960 253.586 0.001 -0.001 -0.106 0.654
1623885505.146 64.315 1140.526 5.840 -3.054 3.960 253.586 0.001 -0.001 -0.106 0.630
1623885505.346 64.314 1140.526 5.864 -1.911 6.287 249.814 -0.001 -0.001 -0.018 0.621
1623885505.546 64.314 1140.526 5.864 -1.911 6.287 249.814 -0.001 -0.001 -0.018 0.618
1623885506.146 64.314 1140.525 5.864 -0.371 4.866 248.663 -0.000 -0.000 -0.000 1.550
1623885506.546 64.316 1140.525 6.154 -0.620 3.066 247.514 0.000 0.000 -0.006 1.240
1623885506.746 64.316 1140.525 6.154 -0.620 3.066 247.514 0.000 0.000 -0.006 1.240
1623885506.946 64.316 1140.525 6.154 -0.620 3.066 247.514 0.000 0.000 -0.006 1.240
1623885507.546 64.317 1140.525 6.450 -3.478 -0.782 244.178 0.000 0.001 -0.042 1.605
1623885510.546 64.317 1140.524 6.890 1.484 3.727 242.950 -0.000 -0.000 -0.001 2.200
1623885510.946 64.317 1140.524 6.891 -0.400 4.091 244.068 -0.000 -0.000 -0.000 2.075
1623885511.146 64.317 1140.524 6.891 -0.400 4.091 244.068 -0.000 -0.000 -0.000 2.075
1623885511.346 64.318 1140.525 7.088 -0.494 4.307 244.672 0.002 0.001 -0.122 2.075
1623885511.746 64.317 1140.526 7.093 -4.370 3.718 241.449 -0.000 0.001 -0.011 1.615
1623885511.946 64.317 1140.526 7.094 -4.878 3.192 239.021 -0.000 0.000 -0.004 2.130
1623885738.346 90.148 1133.593 55.301 -1.260 1.659 272.700 0.139 0.008 -0.152 9.973
1623885738.546 90.184 1133.594 55.339 -1.229 1.769 272.921 0.138 0.002 -0.139 9.979
1623885738.746 90.220 1133.595 55.374 -1.229 1.840 273.415 0.136 0.010 -0.125 10.000
1623885738.946 90.256 1133.597 55.404 -1.229 1.900 273.627 0.143 -0.001 -0.108 9.936
1623885739.146 90.294 1133.595 55.576 -1.268 1.920 274.104 0.142 -0.010 -0.095 9.858
1623885739.346 90.294 1133.595 55.576 -1.268 1.920 274.104 0.142 -0.010 -0.095 9.823
1623885739.546 90.330 1133.593 55.599 -1.269 1.930 274.266 0.140 -0.011 -0.081 9.797
1623885739.746 90.330 1133.593 55.599 -1.269 1.930 274.266 0.140 -0.011 -0.081 9.788
1623885739.946 90.330 1133.593 55.599 -1.269 1.930 274.266 0.140 -0.011 -0.081 9.785
1623885740.146 90.413 1133.585 55.634 -1.518 2.010 275.798 0.143 -0.020 -0.040 9.695
1623885740.346 90.456 1133.578 55.757 -1.377 1.913 275.199 0.147 -0.026 -0.030 9.717
1623885740.546 90.490 1133.572 55.762 -1.448 1.871 275.593 0.152 -0.029 -0.015 9.714
1623885740.746 90.490 1133.572 55.762 -1.448 1.871 275.593 0.152 -0.029 -0.015 9.707
1623885740.946 90.529 1133.564 55.764 -1.429 1.880 275.654 0.151 -0.026 -0.004 9.691
1623885741.146 90.570 1133.558 55.764 -1.399 1.890 275.740 0.158 -0.027 0.005 9.735
1623885741.346 90.611 1133.550 55.761 -1.379 1.880 276.050 0.160 -0.030 0.018 9.698
1623885741.546 90.654 1133.543 55.812 -1.428 1.910 276.061 0.169 -0.023 0.029 9.689
1623885741.746 90.654 1133.543 55.812 -1.428 1.910 276.061 0.169 -0.023 0.029 9.709
1623885741.946 90.698 1133.537 55.803 -1.488 1.930 276.237 0.170 -0.029 0.037 9.760
1623885742.146 90.743 1133.530 55.793 -1.509 1.970 276.382 0.179 -0.026 0.047 9.773
1623885742.346 90.791 1133.524 55.779 -1.588 2.000 276.489 0.189 -0.020 0.056 9.758
1623885742.546 90.791 1133.524 55.779 -1.588 2.000 276.489 0.189 -0.020 0.056 9.742
1623885742.746 90.791 1133.524 55.779 -1.588 2.000 276.489 0.189 -0.020 0.056 9.736
1623885742.946 90.903 1133.514 55.733 -1.958 2.150 277.253 0.192 -0.015 0.075 9.722
1623885743.146 90.903 1133.514 55.733 -1.958 2.150 277.253 0.192 -0.015 0.075 9.710
1623885743.346 90.955 1133.511 55.712 -1.959 2.091 276.216 0.208 -0.008 0.084 9.756
1623885743.546 91.009 1133.509 55.690 -2.058 2.100 276.013 0.211 -0.005 0.091 9.807
1623885743.746 91.066 1133.507 55.665 -2.128 2.080 275.791 0.222 -0.006 0.098 9.889
1623885743.946 91.066 1133.507 55.665 -2.128 2.080 275.791 0.222 -0.006 0.098 9.958
1623885744.146 91.152 1133.505 55.564 -2.240 2.062 275.682 0.221 -0.005 0.096 9.866
1623885744.346 91.182 1133.503 55.551 -2.210 1.982 275.413 0.227 -0.015 0.092 9.943
1623885744.546 91.242 1133.500 55.528 -2.090 1.911 274.827 0.234 -0.009 0.088 9.902
1623885744.746 91.303 1133.496 55.506 -1.921 1.831 274.547 0.232 -0.017 0.083 9.876
1623885744.946 91.303 1133.496 55.506 -1.921 1.831 274.547 0.232 -0.017 0.083 9.885
1623885745.146 91.363 1133.491 55.485 -1.672 1.741 274.117 0.228 -0.022 0.078 9.861
1623885745.346 91.423 1133.484 55.464 -1.382 1.670 273.814 0.230 -0.025 0.077 9.839
1623885745.546 91.444 1133.482 55.360 -1.367 1.667 273.743 0.230 -0.025 0.080 9.822
1623885745.746 91.444 1133.482 55.360 -1.367 1.667 273.743 0.230 -0.025 0.080 9.816
1623885745.946 91.557 1133.473 55.320 -0.841 1.730 274.820 0.226 -0.017 0.082 9.801
1623885746.146 91.614 1133.467 55.299 -0.522 1.631 274.193 0.212 -0.023 0.081 9.827
1623885746.346 91.614 1133.467 55.299 -0.522 1.631 274.193 0.212 -0.023 0.081 9.856
1623885746.546 91.669 1133.464 55.277 -0.499 1.699 274.378 0.203 0.001 0.086 9.903
1623885746.946 91.776 1133.468 55.126 -0.677 1.889 274.577 0.197 0.006 0.089 9.974
1623885747.146 91.776 1133.468 55.126 -0.677 1.889 274.577 0.197 0.006 0.089 9.913
1623885747.346 91.827 1133.471 55.103 -0.966 1.989 274.542 0.195 0.019 0.092 9.924
1623885747.546 91.876 1133.476 55.078 -1.266 2.069 274.990 0.183 0.017 0.092 9.893
1623885747.746 91.924 1133.479 55.054 -1.615 2.130 274.705 0.182 0.011 0.097 9.903
1623885747.946 91.970 1133.482 54.914 -1.925 2.170 274.445 0.173 0.010 0.103 9.859
1623885748.146 91.970 1133.482 54.914 -1.925 2.170 274.445 0.173 0.010 0.103 9.806
1623885748.346 92.015 1133.484 54.887 -2.157 2.190 274.191 0.168 0.005 0.109 9.820
1623885748.546 92.015 1133.484 54.887 -2.157 2.190 274.191 0.168 0.005 0.109 9.825
1623885748.746 92.015 1133.484 54.887 -2.157 2.190 274.191 0.168 0.005 0.109 9.826
1623885748.946 92.108 1133.480 54.818 -2.328 2.210 274.252 0.148 -0.020 0.125 9.875
1623885749.146 92.145 1133.475 54.784 -2.023 2.032 272.997 0.139 -0.016 0.129 9.865
1623885749.346 92.180 1133.469 54.690 -1.765 1.991 272.641 0.126 -0.027 0.133 9.967
1623885755.546 92.742 1133.130 54.332 -0.309 1.685 273.128 0.117 -0.046 0.029 9.980
1623885762.746 94.147 1133.210 54.692 -1.833 1.890 272.111 0.259 -0.023 -0.009 9.934
1623885762.946 94.215 1133.203 54.694 -1.463 1.860 271.884 0.265 -0.029 -0.008 9.968
1623885764.546 94.626 1133.145 54.523 -0.764 1.710 272.546 0.229 -0.042 -0.018 9.974
1623885764.746 94.626 1133.145 54.523 -0.764 1.710 272.546 0.229 -0.042 -0.018 9.937
1623885764.946 94.686 1133.138 54.526 -1.056 1.720 272.461 0.231 -0.010 -0.007 9.825
1623885765.146 94.746 1133.148 54.523 -1.406 1.740 272.917 0.233 0.084 0.028 9.769
1623885765.346 94.803 1133.151 54.521 -1.746 1.750 273.195 0.211 -0.068 -0.007 9.727
1623885765.546 94.803 1133.151 54.521 -1.746 1.750 273.195 0.211 -0.068 -0.007 9.704
1623885765.746 94.873 1133.126 54.329 -2.022 1.791 273.337 0.193 -0.073 0.012 9.684
1623885765.946 94.906 1133.112 54.326 -2.177 1.829 273.542 0.188 -0.089 0.021 9.727
1623885766.146 94.952 1133.087 54.318 -2.279 1.850 273.861 0.171 -0.099 0.034 9.727
1623885766.346 94.952 1133.087 54.318 -2.279 1.850 273.861 0.171 -0.099 0.034 9.718
1623885766.546 94.952 1133.087 54.318 -2.279 1.850 273.861 0.171 -0.099 0.034 9.715
1623885766.746 95.043 1133.026 54.293 -2.129 2.020 275.229 0.136 -0.114 0.053 9.740
1623885766.946 95.077 1132.996 54.079 -1.724 1.912 274.914 0.130 -0.118 0.070 9.787
1623885767.146 95.077 1132.996 54.079 -1.724 1.912 274.914 0.130 -0.118 0.070 9.817
1623885767.346 95.109 1132.966 54.060 -1.482 1.950 275.071 0.114 -0.109 0.080 9.994
1623885774.746 95.428 1132.598 54.141 -2.080 1.710 271.100 0.201 -0.049 -0.001 9.981
1623885779.946 96.884 1132.621 54.696 -1.563 1.670 272.689 0.268 0.028 -0.067 9.970
1623885780.146 96.953 1132.627 54.714 -1.332 1.630 272.633 0.258 0.022 -0.072 9.979
1623885780.346 97.017 1132.631 54.732 -1.131 1.630 272.660 0.235 0.006 -0.072 9.993
1623885781.546 97.237 1132.629 54.694 -0.978 1.680 273.313 0.180 -0.013 -0.073 9.979
1623885781.746 97.237 1132.629 54.694 -0.978 1.680 273.313 0.180 -0.013 -0.073 9.967
1623885781.946 97.331 1132.615 54.736 -1.458 1.870 274.382 0.141 -0.036 -0.073 9.976
1623885782.146 97.331 1132.615 54.736 -1.458 1.870 274.382 0.141 -0.036 -0.073 9.988
1623885783.146 97.445 1132.553 54.580 -1.789 1.880 273.486 0.081 -0.078 -0.061 9.969
1623885783.346 97.464 1132.531 54.596 -1.769 1.850 274.025 0.065 -0.090 -0.057 9.979
1623885786.946 97.513 1132.175 54.170 -1.718 1.780 274.048 0.013 -0.070 -0.022 9.990
1623885787.146 97.513 1132.175 54.170 -1.718 1.780 274.048 0.013 -0.070 -0.022 9.958
1623885788.146 97.548 1132.101 54.174 -1.732 1.921 273.643 0.057 -0.062 0.014 9.949
1623885788.346 97.564 1132.086 54.169 -1.680 1.940 273.129 0.067 -0.053 0.019 9.943
1623885788.546 97.578 1132.074 54.295 -1.690 1.916 272.995 0.067 -0.053 0.007 9.952
1623885788.746 97.584 1132.072 54.294 -1.472 1.930 273.185 0.086 -0.052 0.025 9.975
1623885788.946 97.608 1132.058 54.286 -1.331 1.920 273.021 0.100 -0.049 0.038 9.997
1623885793.746 98.680 1131.896 54.830 -1.389 1.830 273.435 0.267 -0.040 -0.017 9.971
1623885793.946 98.748 1131.885 54.835 -1.300 1.721 272.490 0.262 -0.044 -0.021 9.836
1623885794.146 98.748 1131.885 54.835 -1.300 1.721 272.490 0.262 -0.044 -0.021 9.775
1623885794.346 98.815 1131.874 54.841 -1.359 1.690 272.449 0.252 -0.039 -0.023 9.736
1623885794.546 98.879 1131.864 54.847 -1.409 1.680 272.701 0.240 -0.036 -0.023 9.702
1623885794.746 98.941 1131.855 54.851 -1.488 1.700 272.700 0.238 -0.038 -0.012 9.683
1623885794.946 98.979 1131.848 54.865 -1.490 1.690 272.671 0.238 -0.038 -0.013 9.672
1623885795.146 99.001 1131.844 54.865 -1.529 1.700 273.508 0.225 -0.043 0.004 9.966
1623885797.146 99.394 1131.713 54.779 -1.359 1.850 276.217 0.140 -0.044 0.002 9.978
1623885797.346 99.394 1131.713 54.779 -1.359 1.850 276.217 0.140 -0.044 0.002 9.948
1623885797.546 99.432 1131.701 54.671 -1.328 1.821 276.309 0.134 -0.047 0.003 9.965
1623885797.746 99.432 1131.701 54.671 -1.328 1.821 276.309 0.134 -0.047 0.003 9.971
1623885797.946 99.432 1131.701 54.671 -1.328 1.821 276.309 0.134 -0.047 0.003 9.974
1623885798.146 99.432 1131.701 54.671 -1.328 1.821 276.309 0.134 -0.047 0.003 9.974
1623885798.346 99.533 1131.665 54.667 -1.289 1.790 276.133 0.132 -0.047 0.007 9.992
1623885798.746 99.596 1131.642 54.540 -1.529 1.680 275.322 0.110 -0.036 0.011 9.985
1623885800.146 99.728 1131.586 54.400 -1.629 1.880 274.279 0.092 -0.052 0.016 9.980
1623885800.346 99.752 1131.573 54.396 -1.392 1.831 273.287 0.092 -0.051 0.015 9.965
1623885800.546 99.752 1131.573 54.396 -1.392 1.831 273.287 0.092 -0.051 0.015 9.970
1623885800.746 99.776 1131.559 54.392 -1.330 1.830 272.666 0.096 -0.051 0.017 9.801
1623885800.946 99.801 1131.546 54.387 -1.270 1.909 272.393 0.093 -0.052 0.022 9.788
1623885801.146 99.825 1131.532 54.380 -1.170 1.940 271.720 0.092 -0.053 0.027 9.729
1623885801.346 99.834 1131.526 54.295 -1.161 1.951 271.593 0.092 -0.053 0.030 9.674
1623885801.546 99.849 1131.518 54.289 -1.139 1.950 271.408 0.095 -0.055 0.042 9.773
1623885801.746 99.874 1131.503 54.276 -1.080 1.940 271.184 0.097 -0.054 0.057 9.730
1623885801.946 99.900 1131.487 54.260 -1.099 1.940 271.684 0.100 -0.070 0.070 9.782
1623885802.146 99.927 1131.467 54.240 -1.129 1.970 271.476 0.103 -0.083 0.083 9.824
1623885802.346 99.927 1131.467 54.240 -1.129 1.970 271.476 0.103 -0.083 0.083 9.828
1623885802.546 99.962 1131.444 54.198 -1.195 1.953 271.701 0.110 -0.060 0.090 9.812
1623885802.746 99.962 1131.444 54.198 -1.195 1.953 271.701 0.110 -0.060 0.090 9.806
1623885802.946 99.962 1131.444 54.198 -1.195 1.953 271.701 0.110 -0.060 0.090 9.804
1623885803.146 100.021 1131.410 54.147 -1.448 2.040 273.487 0.115 -0.073 0.104 9.854
1623885803.346 100.052 1131.392 54.118 -1.360 1.961 273.548 0.123 -0.072 0.113 9.970
1623885811.146 101.336 1131.375 54.541 -0.956 1.510 271.316 0.176 -0.048 -0.131 9.987
1623885811.346 101.382 1131.360 54.575 -1.276 1.520 271.640 0.171 -0.072 -0.123 9.976
1623885811.546 101.395 1131.354 54.515 -1.283 1.520 271.642 0.171 -0.072 -0.122 9.980
1623885811.746 101.395 1131.354 54.515 -1.283 1.520 271.642 0.171 -0.072 -0.122 9.982
1623885811.946 101.483 1131.309 54.573 -1.938 1.690 273.354 0.170 -0.104 -0.109 9.876
1623885812.146 101.527 1131.280 54.600 -1.900 1.631 273.174 0.174 -0.118 -0.097 9.723
1623885812.346 101.527 1131.280 54.600 -1.900 1.631 273.174 0.174 -0.118 -0.097 9.638
1623885812.546 101.573 1131.247 54.623 -1.890 1.699 273.673 0.175 -0.138 -0.088 9.666
1623885812.746 101.618 1131.209 54.562 -1.771 1.770 274.137 0.171 -0.157 -0.064 9.725
1623885812.946 101.662 1131.167 54.577 -1.601 1.849 274.602 0.165 -0.165 -0.047 9.694
1623885813.146 101.662 1131.167 54.577 -1.601 1.849 274.602 0.165 -0.165 -0.047 9.650
1623885813.346 101.705 1131.125 54.588 -1.421 1.880 275.280 0.165 -0.165 -0.036 9.758
1623885813.546 101.749 1131.082 54.595 -1.251 1.920 275.732 0.170 -0.166 -0.021 9.724
1623885813.746 101.793 1131.038 54.599 -1.081 1.930 276.259 0.168 -0.168 -0.010 9.703
1623885813.946 101.837 1130.995 54.544 -0.951 1.980 276.611 0.171 -0.166 0.002 9.682
1623885814.146 101.837 1130.995 54.544 -0.951 1.980 276.611 0.171 -0.166 0.002 9.670
1623885814.346 101.882 1130.953 54.542 -0.929 1.970 276.930 0.173 -0.159 0.015 9.660
1623885814.546 101.882 1130.953 54.542 -0.929 1.970 276.930 0.173 -0.159 0.015 9.657
1623885814.746 101.882 1130.953 54.542 -0.929 1.970 276.930 0.173 -0.159 0.015 9.656
1623885814.946 101.983 1130.863 54.522 -1.228 2.050 277.937 0.168 -0.151 0.054 9.649
1623885815.146 102.026 1130.824 54.506 -1.259 1.941 277.351 0.161 -0.143 0.068 9.644
1623885815.346 102.067 1130.788 54.476 -1.465 1.921 277.326 0.157 -0.132 0.081 9.636
1623885815.546 102.067 1130.788 54.476 -1.465 1.921 277.326 0.157 -0.132 0.081 9.631
1623885815.746 102.108 1130.754 54.453 -1.657 1.930 277.198 0.157 -0.130 0.093 9.569
1623885815.946 102.148 1130.721 54.427 -1.828 1.930 277.090 0.149 -0.127 0.107 9.625
1623885816.146 102.185 1130.688 54.397 -1.899 1.940 277.049 0.134 -0.122 0.121 9.603
1623885816.346 102.185 1130.688 54.397 -1.899 1.940 277.049 0.134 -0.122 0.121 9.570
1623885816.546 102.230 1130.646 54.384 -1.903 1.908 276.460 0.135 -0.124 0.128 9.692
1623885816.746 102.255 1130.625 54.358 -1.821 1.939 276.035 0.133 -0.115 0.146 9.711
1623885816.946 102.288 1130.595 54.319 -1.661 1.910 276.191 0.122 -0.108 0.155 9.782
1623885817.146 102.319 1130.569 54.278 -1.461 1.910 275.655 0.118 -0.095 0.158 9.829
1623885817.346 102.319 1130.569 54.278 -1.461 1.910 275.655 0.118 -0.095 0.158 9.836
1623885817.546 102.319 1130.569 54.278 -1.461 1.910 275.655 0.118 -0.095 0.158 9.839
1623885817.746 102.387 1130.521 54.239 -1.250 1.990 275.381 0.113 -0.066 0.149 9.904
1623885817.946 102.387 1130.521 54.239 -1.250 1.990 275.381 0.113 -0.066 0.149 9.968
1623885825.946 103.516 1130.427 54.209 -1.329 1.860 272.931 0.224 -0.053 -0.039 9.992
1623885826.346 103.638 1130.399 54.228 -1.399 1.880 273.083 0.239 -0.057 -0.030 9.956
1623885826.546 103.700 1130.384 54.235 -1.439 1.860 273.144 0.235 -0.053 -0.027 9.899
1623885826.746 103.722 1130.379 54.283 -1.441 1.857 273.153 0.235 -0.054 -0.028 9.866
1623885826.946 103.722 1130.379 54.283 -1.441 1.857 273.153 0.235 -0.054 -0.028 9.854
1623885827.146 103.836 1130.354 54.294 -1.539 1.950 274.589 0.230 -0.055 -0.017 9.835
1623885827.346 103.896 1130.339 54.297 -1.381 1.851 273.987 0.229 -0.058 -0.005 9.813
1623885827.546 103.896 1130.339 54.297 -1.381 1.851 273.987 0.229 -0.058 -0.005 9.802
1623885827.746 103.955 1130.324 54.297 -1.419 1.820 274.069 0.230 -0.058 0.004 9.783
1623885827.946 104.015 1130.309 54.337 -1.360 1.849 274.540 0.225 -0.058 0.011 9.760
1623885828.146 104.072 1130.294 54.333 -1.349 1.860 275.032 0.216 -0.058 0.017 9.767
1623885828.346 104.072 1130.294 54.333 -1.349 1.860 275.032 0.216 -0.058 0.017 9.786
1623885828.546 104.128 1130.279 54.328 -1.379 1.870 275.515 0.212 -0.060 0.025 9.839
1623885828.746 104.182 1130.264 54.321 -1.369 1.850 275.969 0.204 -0.057 0.028 9.832
1623885828.946 104.235 1130.250 54.314 -1.359 1.880 276.011 0.198 -0.051 0.028 9.858
